atsu	圧	kanji	10	polish
en	圧	kanji	10	polish
he	圧	kanji	10	polish
o	圧	kanji	10	polish
osa	圧	kanji	10	polish
ou	圧	kanji	10	polish
rai	塁	kanji	10	polish
rui	塁	kanji	10	polish
sui	塁	kanji	10	polish
toride	塁	kanji	10	polish
en	塩	kanji	10	polish
shio	塩	kanji	10	polish
fu	増	kanji	10	polish
ma	増	kanji	10	polish
zou	増	kanji	10	polish
e	壊	kanji	10	polish
kai	壊	kanji	10	polish
kowa	壊	kanji	10	polish
yabu	壊	kanji	10	polish
jou	壌	kanji	10	polish
tsuchi	壌	kanji	10	polish
hitotsu	壱	kanji	10	polish
ichi	壱	kanji	10	polish
itsu	壱	kanji	10	polish
shou	奨	kanji	10	polish
sou	奨	kanji	10	polish
susu	奨	kanji	10	polish
jou	嬢	kanji	10	polish
musume	嬢	kanji	10	polish
hiro	寛	kanji	10	polish
kan	寛	kanji	10	polish
kutsuro	寛	kanji	10	polish
yuru	寛	kanji	10	polish
moppa	専	kanji	10	polish
sen	専	kanji	10	polish
gan	巌	kanji	10	polish
iwa	巌	kanji	10	polish
iwao	巌	kanji	10	polish
kewa	巌	kanji	10	polish
sou	巣	kanji	10	polish
su	巣	kanji	10	polish
kan	巻	kanji	10	polish
ken	巻	kanji	10	polish
ma	巻	kanji	10	polish
maki	巻	kanji	10	polish
hai	廃	kanji	10	polish
suta	廃	kanji	10	polish
futa	弐	kanji	10	polish
ji	弐	kanji	10	polish
ni	弐	kanji	10	polish
soe	弐	kanji	10	polish
dan	弾	kanji	10	polish
haji	弾	kanji	10	polish
hazu	弾	kanji	10	polish
hi	弾	kanji	10	polish
tada	弾	kanji	10	polish
tama	弾	kanji	10	polish
tan	弾	kanji	10	polish
toku	徳	kanji	10	polish
chi	徴	kanji	10	polish
chou	徴	kanji	10	polish
shirushi	徴	kanji	10	polish
e	恵	kanji	10	polish
kei	恵	kanji	10	polish
megu	恵	kanji	10	polish
naya	悩	kanji	10	polish
nayami	悩	kanji	10	polish
nou	悩	kanji	10	polish
e	懐	kanji	10	polish
futokoro	懐	kanji	10	polish
ida	懐	kanji	10	polish
kai	懐	kanji	10	polish
natsu	懐	kanji	10	polish
nazu	懐	kanji	10	polish
omo	懐	kanji	10	polish
ge	戯	kanji	10	polish
gi	戯	kanji	10	polish
ja	戯	kanji	10	polish
tawamu	戯	kanji	10	polish
za	戯	kanji	10	polish
modo	戻	kanji	10	polish
rei	戻	kanji	10	polish
bara	払	kanji	10	polish
futsu	払	kanji	10	polish
hara	払	kanji	10	polish
hitsu	払	kanji	10	polish
hotsu	払	kanji	10	polish
batsu	抜	kanji	10	polish
hai	抜	kanji	10	polish
hatsu	抜	kanji	10	polish
nu	抜	kanji	10	polish
era	択	kanji	10	polish
taku	択	kanji	10	polish
hai	拝	kanji	10	polish
oga	拝	kanji	10	polish
oroga	拝	kanji	10	polish
hiro	拡	kanji	10	polish
kaku	拡	kanji	10	polish
kou	拡	kanji	10	polish
hasa	挿	kanji	10	polish
sa	挿	kanji	10	polish
sou	挿	kanji	10	polish
saga	捜	kanji	10	polish
shu	捜	kanji	10	polish
shuu	捜	kanji	10	polish
sou	捜	kanji	10	polish
kaka	掲	kanji	10	polish
kei	掲	kanji	10	polish
ka	掻	kanji	10	polish
sou	掻	kanji	10	polish
kane	摂	kanji	10	polish
osa	摂	kanji	10	polish
setsu	摂	kanji	10	polish
shou	摂	kanji	10	polish
to	摂	kanji	10	polish
kaku	撹	kanji	10	polish
kou	撹	kanji	10	polish
mida	撹	kanji	10	polish
ataru	斉	kanji	10	polish
hayai	斉	kanji	10	polish
hito	斉	kanji	10	polish
sai	斉	kanji	10	polish
sei	斉	kanji	10	polish
soro	斉	kanji	10	polish
i	斎	kanji	10	polish
itsu	斎	kanji	10	polish
iwa	斎	kanji	10	polish
monoimi	斎	kanji	10	polish
sai	斎	kanji	10	polish
toki	斎	kanji	10	polish
tsutsushi	斎	kanji	10	polish
ban	晩	kanji	10	polish
akatsuki	暁	kanji	10	polish
gyou	暁	kanji	10	polish
kyou	暁	kanji	10	polish
sato	暁	kanji	10	polish
koyomi	暦	kanji	10	polish
reki	暦	kanji	10	polish
ryaku	暦	kanji	10	polish
ki	曁	kanji	10	polish
oyo	曁	kanji	10	polish
katsu	曽	kanji	10	polish
katsute	曽	kanji	10	polish
so	曽	kanji	10	polish
sou	曽	kanji	10	polish
sunawachi	曽	kanji	10	polish
zou	曽	kanji	10	polish
ba	栄	kanji	10	polish
e	栄	kanji	10	polish
ei	栄	kanji	10	polish
ha	栄	kanji	10	polish
saka	栄	kanji	10	polish
you	栄	kanji	10	polish
masu	桝	kanji	10	polish
kakehashi	桟	kanji	10	polish
san	桟	kanji	10	polish
sen	桟	kanji	10	polish
ken	検	kanji	10	polish
shira	検	kanji	10	polish
nire	楡	kanji	10	polish
yu	楡	kanji	10	polish
sama	様	kanji	10	polish
san	様	kanji	10	polish
shou	様	kanji	10	polish
you	様	kanji	10	polish
gon	権	kanji	10	polish
haka	権	kanji	10	polish
kari	権	kanji	10	polish
ken	権	kanji	10	polish
omori	権	kanji	10	polish
goto	毎	kanji	10	polish
mai	毎	kanji	10	polish
kega	汚	kanji	10	polish
kitana	汚	kanji	10	polish
o	汚	kanji	10	polish
yogo	汚	kanji	10	polish
sawa	沢	kanji	10	polish
taku	沢	kanji	10	polish
tsuya	沢	kanji	10	polish
uruo	沢	kanji	10	polish
jou	浄	kanji	10	polish
kiyo	浄	kanji	10	polish
sei	浄	kanji	10	polish
katsu	渇	kanji	10	polish
kawa	渇	kanji	10	polish
na	済	kanji	10	polish
sai	済	kanji	10	polish
sei	済	kanji	10	polish
su	済	kanji	10	polish
suku	済	kanji	10	polish
wata	済	kanji	10	polish
watashi	済	kanji	10	polish
zu	済	kanji	10	polish
zumi	済	kanji	10	polish
shou	渉	kanji	10	polish
wata	渉	kanji	10	polish
juu	渋	kanji	10	polish
shibu	渋	kanji	10	polish
shuu	渋	kanji	10	polish
kei	渓	kanji	10	polish
tani	渓	kanji	10	polish
tanigawa	渓	kanji	10	polish
hatsu	溌	kanji	10	polish
mo	溌	kanji	10	polish
soso	溌	kanji	10	polish
tobichi	溌	kanji	10	polish
rou	滝	kanji	10	polish
sou	滝	kanji	10	polish
taki	滝	kanji	10	polish
rai	瀬	kanji	10	polish
se	瀬	kanji	10	polish
en	焔	kanji	10	polish
honoo	焔	kanji	10	polish
shou	焼	kanji	10	polish
ya	焼	kanji	10	polish
gi	犠	kanji	10	polish
ikenie	犠	kanji	10	polish
ki	犠	kanji	10	polish
ka	猟	kanji	10	polish
kari	猟	kanji	10	polish
ryou	猟	kanji	10	polish
juu	獣	kanji	10	polish
kedamono	獣	kanji	10	polish
kemono	獣	kanji	10	polish
chou	畳	kanji	10	polish
jou	畳	kanji	10	polish
kasa	畳	kanji	10	polish
tata	畳	kanji	10	polish
tatami	畳	kanji	10	polish
chuu	痩	kanji	10	polish
shu	痩	kanji	10	polish
shuu	痩	kanji	10	polish
sou	痩	kanji	10	polish
ya	痩	kanji	10	polish
hi	痺	kanji	10	polish
shibi	痺	kanji	10	polish
kou	皐	kanji	10	polish
satsuki	皐	kanji	10	polish
kuda	砕	kanji	10	polish
sai	砕	kanji	10	polish
ina	稲	kanji	10	polish
ine	稲	kanji	10	polish
te	稲	kanji	10	polish
tou	稲	kanji	10	polish
ho	穂	kanji	10	polish
sui	穂	kanji	10	polish
oda	穏	kanji	10	polish
on	穏	kanji	10	polish
jou	穣	kanji	10	polish
wara	穣	kanji	10	polish
yutaka	穣	kanji	10	polish
hettsui	竃	kanji	10	polish
kama	竃	kanji	10	polish
kamado	竃	kanji	10	polish
sou	竃	kanji	10	polish
ise	竜	kanji	10	polish
rou	竜	kanji	10	polish
ryou	竜	kanji	10	polish
ryuu	竜	kanji	10	polish
tatsu	竜	kanji	10	polish
iki	粋	kanji	10	polish
sui	粋	kanji	10	polish
shuku	粛	kanji	10	polish
suku	粛	kanji	10	polish
tsutsushi	粛	kanji	10	polish
shou	粧	kanji	10	polish
fusa	総	kanji	10	polish
sou	総	kanji	10	polish
su	総	kanji	10	polish
sube	総	kanji	10	polish
jou	縄	kanji	10	polish
nawa	縄	kanji	10	polish
tada	縄	kanji	10	polish
juu	縦	kanji	10	polish
tate	縦	kanji	10	polish
sen	繊	kanji	10	polish
ka	繋	kanji	10	polish
kaka	繋	kanji	10	polish
kei	繋	kanji	10	polish
tsuna	繋	kanji	10	polish
nuitori	繍	kanji	10	polish
shuu	繍	kanji	10	polish
mimizato	聡	kanji	10	polish
sato	聡	kanji	10	polish
sou	聡	kanji	10	polish
chou	聴	kanji	10	polish
ki	聴	kanji	10	polish
tei	聴	kanji	10	polish
yuru	聴	kanji	10	polish
harawata	臓	kanji	10	polish
zou	臓	kanji	10	polish
seki	舎	kanji	10	polish
sha	舎	kanji	10	polish
yado	舎	kanji	10	polish
ho	舗	kanji	10	polish
oonira	茘	kanji	10	polish
rei	茘	kanji	10	polish
ren	茘	kanji	10	polish
ri	茘	kanji	10	polish
chan	荘	kanji	10	polish
houki	荘	kanji	10	polish
ogoso	荘	kanji	10	polish
shou	荘	kanji	10	polish
sou	荘	kanji	10	polish
kaku	蔵	kanji	10	polish
kura	蔵	kanji	10	polish
osa	蔵	kanji	10	polish
sou	蔵	kanji	10	polish
zou	蔵	kanji	10	polish
kao	薫	kanji	10	polish
kun	薫	kanji	10	polish
hotaru	蛍	kanji	10	polish
kei	蛍	kanji	10	polish
mitsurou	蝋	kanji	10	polish
rou	蝋	kanji	10	polish
rousoku	蝋	kanji	10	polish
ha	覇	kanji	10	polish
haku	覇	kanji	10	polish
hatagashira	覇	kanji	10	polish
mi	覧	kanji	10	polish
ran	覧	kanji	10	polish
kan	観	kanji	10	polish
mi	観	kanji	10	polish
shime	観	kanji	10	polish
wake	訳	kanji	10	polish
yaku	訳	kanji	10	polish
jou	譲	kanji	10	polish
yuzu	譲	kanji	10	polish
bu	豊	kanji	10	polish
hou	豊	kanji	10	polish
toyo	豊	kanji	10	polish
yuta	豊	kanji	10	polish
san	賛	kanji	10	polish
tasu	賛	kanji	10	polish
tata	賛	kanji	10	polish
ryou	輌	kanji	10	polish
ata	辺	kanji	10	polish
be	辺	kanji	10	polish
hen	辺	kanji	10	polish
hoto	辺	kanji	10	polish
kawa	逓	kanji	10	polish
tagaini	逓	kanji	10	polish
tei	逓	kanji	10	polish
sui	酔	kanji	10	polish
yo	酔	kanji	10	polish
hatsu	醗	kanji	10	polish
kamo	醗	kanji	10	polish
hishio	醤	kanji	10	polish
shou	醤	kanji	10	polish
jou	醸	kanji	10	polish
kamo	醸	kanji	10	polish
aragane	鉱	kanji	10	polish
kou	鉱	kanji	10	polish
chuu	鋳	kanji	10	polish
i	鋳	kanji	10	polish
shu	鋳	kanji	10	polish
shuu	鋳	kanji	10	polish
ne	錬	kanji	10	polish
ren	錬	kanji	10	polish
kaka	関	kanji	10	polish
kan	関	kanji	10	polish
kannuki	関	kanji	10	polish
karakuri	関	kanji	10	polish
seki	関	kanji	10	polish
zeki	関	kanji	10	polish
kan	陥	kanji	10	polish
ochii	陥	kanji	10	polish
otoshii	陥	kanji	10	polish
ken	険	kanji	10	polish
kewa	険	kanji	10	polish
akiraka	顕	kanji	10	polish
arawa	顕	kanji	10	polish
ken	顕	kanji	10	polish
ka	駆	kanji	10	polish
ku	駆	kanji	10	polish
sawa	騒	kanji	10	polish
sou	騒	kanji	10	polish
urei	騒	kanji	10	polish
akashi	験	kanji	10	polish
gen	験	kanji	10	polish
ken	験	kanji	10	polish
shirushi	験	kanji	10	polish
tame	験	kanji	10	polish
tameshi	験	kanji	10	polish
zui	髄	kanji	10	polish
hatsu	髪	kanji	10	polish
kami	髪	kanji	10	polish
kamome	鴎	kanji	10	polish
ou	鴎	kanji	10	polish
kei	鶏	kanji	10	polish
niwatori	鶏	kanji	10	polish
tori	鶏	kanji	10	polish
a	鹸	kanji	10	polish
kan	鹸	kanji	10	polish
ken	鹸	kanji	10	polish
sen	鹸	kanji	10	polish
kiku	麹	kanji	10	polish
kouji	麹	kanji	10	polish
ben	麺	kanji	10	polish
men	麺	kanji	10	polish
mugiko	麺	kanji	10	polish
betsu	鼈	kanji	10	polish
hetsu	鼈	kanji	10	polish
suppon	鼈	kanji	10	polish
rei	齢	kanji	10	polish
toshi	齢	kanji	10	polish
yowai	齢	kanji	10	polish
