cheyaoshi	车钥匙	ACCEPT	lib=0
choubeichu	筹备处	ACCEPT	lib=6848
chuanbozhe	传播者	ACCEPT	lib=14395
chuangxingao	创新高	ACCEPT	lib=0
chuanlie	串列	ACCEPT	lib=6455
chuansuoji	穿梭机	ACCEPT	lib=17970
chunjiedang	春节档	ACCEPT	lib=0
chunmoxiachu	春末夏初	ACCEPT	lib=0
chupiao	出票	ACCEPT	lib=0
chuquwan	出去玩	ACCEPT	lib=28189
chuzifang	出资方	ACCEPT	lib=4422
cinan	次男	ACCEPT	lib=13740
ciqikou	磁器口	ACCEPT	lib=0
conguzhijin	从古至今	ACCEPT	lib=0
coulong	凑拢	ACCEPT	lib=3094
cufangxing	粗放型	ACCEPT	lib=5577
cunshang	村上	ACCEPT	lib=20471
dabache	大巴车	ACCEPT	lib=17886
daibiaozuopin	代表作品	ACCEPT	lib=12351
dakehu	大客户	ACCEPT	lib=0
dalanqiu	打篮球	ACCEPT	lib=22544
damenkou	大门口	ACCEPT	lib=20669
daonei	岛内	ACCEPT	lib=18560
daoshang	岛上	ACCEPT	lib=24240
daoyanzu	导演组	ACCEPT	lib=12464
dashilan	大栅栏	ACCEPT	lib=0
daze	大泽	ACCEPT	lib=10969
dazhuxiaozhuluoyupan	大珠小珠落玉盘	ACCEPT	lib=8542
deao	德奥	ACCEPT	lib=10795
dengke	登科	ACCEPT	lib=10992
dengken	邓肯	ACCEPT	lib=16142
dengren	等人	ACCEPT	lib=0
deyushi	得与失	ACCEPT	lib=11818
diaochazu	调查组	ACCEPT	lib=17948
diaohui	调回	ACCEPT	lib=9155
didixia	地底下	ACCEPT	lib=11961
dierdai	第二代	ACCEPT	lib=18028
dierming	第二名	ACCEPT	lib=19556
dierwei	第二位	ACCEPT	lib=17890
dierzhang	第二张	ACCEPT	lib=23631
disanming	第三名	ACCEPT	lib=17883
disanwei	第三位	ACCEPT	lib=15672
disiwei	第四位	ACCEPT	lib=15023
diyichang	第一场	ACCEPT	lib=21912
diyige	第一个	ACCEPT	lib=31610
diyijie	第一届	ACCEPT	lib=17691
diyiming	第一名	ACCEPT	lib=23575
diyiwei	第一位	ACCEPT	lib=24700
diyuxing	地域性	ACCEPT	lib=9526
dongxinanbeizhong	东西南北中	ACCEPT	lib=10886
doushi	都是	ACCEPT	lib=0
dubian	渡边	ACCEPT	lib=15177
duodeduo	多得多	ACCEPT	lib=17144
duoma	堕马	ACCEPT	lib=6824
duzie	肚子饿	ACCEPT	lib=21600
ensite	恩斯特	ACCEPT	lib=14104
erfei	而非	ACCEPT	lib=26662
erjidu	二季度	ACCEPT	lib=12527
ershiduosui	二十多岁	ACCEPT	lib=17624
ershisan	二十三	ACCEPT	lib=24962
fadianbao	发电报	ACCEPT	lib=11018
fagaoshao	发高烧	ACCEPT	lib=19216
fahei	发黑	ACCEPT	lib=18540
fajun	法军	ACCEPT	lib=15014
falvzixun	法律咨询	ACCEPT	lib=0
fanchuansai	帆船赛	ACCEPT	lib=5311
fangke	方可	ACCEPT	lib=25430
fangnei	房内	ACCEPT	lib=13206
fanjing	返京	ACCEPT	lib=14016
fapian	发片	ACCEPT	lib=16656
faxianzhe	发现者	ACCEPT	lib=11477
fazhanqi	发展期	ACCEPT	lib=5354
feidudu	肥嘟嘟	ACCEPT	lib=15887
feihang	飞航	ACCEPT	lib=14578
feiwang	飞往	ACCEPT	lib=23731
fenjieduan	分阶段	ACCEPT	lib=12542
fenlanren	芬兰人	ACCEPT	lib=10134
fentishi	分体式	ACCEPT	lib=9783
fentuan	分团	ACCEPT	lib=11966
fenzhansai	分站赛	ACCEPT	lib=7788
fucou	辐辏	ACCEPT	lib=5167
fugufeng	复古风	ACCEPT	lib=15216
fuhexing	复合型	ACCEPT	lib=14463
fujie	符节	ACCEPT	lib=9829
fulangci	弗朗茨	ACCEPT	lib=12777
fuleize	弗雷泽	ACCEPT	lib=13815
fulushouxicai	福禄寿喜财	ACCEPT	lib=0
fuqilia	夫妻俩	ACCEPT	lib=19295
fuwuhao	服务号	ACCEPT	lib=0
fuwuxing	服务性	ACCEPT	lib=9862
fuzhouren	福州人	ACCEPT	lib=8407
fuzongjingli	副总经理	ACCEPT	lib=9631
gaba	嘎巴	ACCEPT	lib=12261
gaipian	该片	ACCEPT	lib=16023
gangcun	冈村	ACCEPT	lib=11079
gangjiu	港九	ACCEPT	lib=14036
gangtian	冈田	ACCEPT	lib=9123
gannonghuo	干农活	ACCEPT	lib=0
gaohuodong	搞活动	ACCEPT	lib=0
gaonandu	高难度	ACCEPT	lib=20820
gaonongdu	高浓度	ACCEPT	lib=16627
gaopinzhi	高品质	ACCEPT	lib=18199
gaoshuiping	高水平	ACCEPT	lib=20058
geiqian	给钱	ACCEPT	lib=24937
gejiangxiangwang	隔江相望	ACCEPT	lib=0
geleige	格雷格	ACCEPT	lib=15766
geleisi	格蕾丝	ACCEPT	lib=8155
geliqu	隔离区	ACCEPT	lib=12476
genbenxing	根本性	ACCEPT	lib=13808
gerenhua	个人化	ACCEPT	lib=14182
gongchuang	共创	ACCEPT	lib=14179
gongdianshi	宫殿式	ACCEPT	lib=14836
gongjiduan	供给端	ACCEPT	lib=0
gongteng	工藤	ACCEPT	lib=17266
guaizou	拐走	ACCEPT	lib=20947
guanchashi	观察使	ACCEPT	lib=9467
guanfanji	官翻机	ACCEPT	lib=0
guanju	观剧	ACCEPT	lib=0
guanlianxing	关联性	ACCEPT	lib=7877
guanlichu	管理处	ACCEPT	lib=15649
guchengqiang	古城墙	ACCEPT	lib=11485
guigongyu	归功于	ACCEPT	lib=11882
guijiuyu	归咎于	ACCEPT	lib=14163
guixie	跪谢	ACCEPT	lib=16071
guojifaner	国际范儿	ACCEPT	lib=0
guojifating	国际法庭	ACCEPT	lib=9087
hailunna	海伦娜	ACCEPT	lib=6343
halisen	哈里森	ACCEPT	lib=16511
hangdian	航点	ACCEPT	lib=10031
hantangyinliao	含糖饮料	ACCEPT	lib=0
hanting	喊停	ACCEPT	lib=17295
haobangyang	好榜样	ACCEPT	lib=20714
haogandu	好感度	ACCEPT	lib=16310
haomo	毫末	ACCEPT	lib=6992
haoshanhaoshui	好山好水	ACCEPT	lib=15519
haoxiaoxi	好消息	ACCEPT	lib=26986
haoxiong	豪雄	ACCEPT	lib=5633
hasang	哈桑	ACCEPT	lib=16749
hate	哈特	ACCEPT	lib=24594
heerman	赫尔曼	ACCEPT	lib=10012
heisong	黑松	ACCEPT	lib=6691
heming	鹤鸣	ACCEPT	lib=11821
henbang	很棒	ACCEPT	lib=29796
henbuxiaxin	狠不下心	ACCEPT	lib=0
henjiu	很久	ACCEPT	lib=32112
henli	狠戾	ACCEPT	lib=6235
hennanshuo	很难说	ACCEPT	lib=24641
henzhua	狠抓	ACCEPT	lib=14643
houbanbu	后半部	ACCEPT	lib=15569
houhou	厚厚	ACCEPT	lib=23812
houshan	后山	ACCEPT	lib=19232
huangchuan	荒川	ACCEPT	lib=10687
huanhusheng	欢呼声	ACCEPT	lib=17058
huanjingzhi	环颈雉	ACCEPT	lib=5433
huaxuezhe	滑雪者	ACCEPT	lib=5577
huayingangluo	话音刚落	ACCEPT	lib=12307
huodongdu	活动度	ACCEPT	lib=2367
huzeng	互赠	ACCEPT	lib=10539
jianang	颊囊	ACCEPT	lib=5163
jianchulv	检出率	ACCEPT	lib=6407
jiang	激昂	ACCEPT	lib=19597
jiangdaoli	讲道理	ACCEPT	lib=24754
jianghanlu	江汉路	ACCEPT	lib=16633
jiangqingchu	讲清楚	ACCEPT	lib=17358
jiangshuzhe	讲述者	ACCEPT	lib=4804
jiangxinzhou	江心洲	ACCEPT	lib=8700
jianpiaochu	检票处	ACCEPT	lib=0
jianquanren	健全人	ACCEPT	lib=11582
jianxiawen	见下文	ACCEPT	lib=6560
jianyuci	鉴于此	ACCEPT	lib=0
jiaosui	搅碎	ACCEPT	lib=10848
jiaotongwei	交通委	ACCEPT	lib=5866
jibuqing	记不清	ACCEPT	lib=24615
jiedianhua	接电话	ACCEPT	lib=20997
jiefanglu	解放路	ACCEPT	lib=20394
jielimi	杰里米	ACCEPT	lib=11022
jieshoudu	接受度	ACCEPT	lib=13384
jiguoqu	寄过去	ACCEPT	lib=19126
jingjuexing	警觉性	ACCEPT	lib=7435
jingzhundu	精准度	ACCEPT	lib=11745
jinkong	金控	ACCEPT	lib=0
jinxienianlai	近些年来	ACCEPT	lib=9499
jinzhankou	进站口	ACCEPT	lib=0
jiuchengxin	九成新	ACCEPT	lib=10350
jiuduyu	就读于	ACCEPT	lib=11784
jixingqi	急性期	ACCEPT	lib=3468
juandaigan	倦怠感	ACCEPT	lib=4131
juanmo	卷末	ACCEPT	lib=7061
jubanfang	举办方	ACCEPT	lib=8913
juxianghua	具象化	ACCEPT	lib=8916
kaer	卡尔	ACCEPT	lib=27921
kaijing	开镜	ACCEPT	lib=11488
kaikeng	开坑	ACCEPT	lib=0
kaite	凯特	ACCEPT	lib=22142
kaiwen	凯文	ACCEPT	lib=23620
kaixueji	开学季	ACCEPT	lib=0
kalun	卡伦	ACCEPT	lib=17881
kaluosi	卡洛斯	ACCEPT	lib=19071
kamen	卡门	ACCEPT	lib=18823
kanbeier	坎贝尔	ACCEPT	lib=14485
kanbuchulai	看不出来	ACCEPT	lib=25316
kanbudao	看不到	ACCEPT	lib=34949
kandedong	看得懂	ACCEPT	lib=21062
kandianying	看电影	ACCEPT	lib=0
kandiao	砍掉	ACCEPT	lib=17369
kanglade	康拉德	ACCEPT	lib=10426
kaolvdao	考虑到	ACCEPT	lib=0
kechuang	科创	ACCEPT	lib=13473
kelala	克拉拉	ACCEPT	lib=16128
kelamayishi	克拉玛依市	ACCEPT	lib=3861
kentanhui	恳谈会	ACCEPT	lib=7585
kente	肯特	ACCEPT	lib=17891
kuadiao	垮掉	ACCEPT	lib=21526
kuanren	宽仁	ACCEPT	lib=6851
kuerte	库尔特	ACCEPT	lib=12972
lachu	拉出	ACCEPT	lib=23064
laerfu	拉尔夫	ACCEPT	lib=15946
laijing	来京	ACCEPT	lib=17694
lanqiumi	篮球迷	ACCEPT	lib=11513
lanqiusai	篮球赛	ACCEPT	lib=19495
laodongmijixing	劳动密集型	ACCEPT	lib=10174
laofangzi	老房子	ACCEPT	lib=18313
laoniangongyu	老年公寓	ACCEPT	lib=8470
laotongzhi	老同志	ACCEPT	lib=16815
laoyidai	老一代	ACCEPT	lib=13503
larentou	拉人头	ACCEPT	lib=0
lasaier	拉塞尔	ACCEPT	lib=14289
leimang	勒芒	ACCEPT	lib=4193
leimengde	雷蒙德	ACCEPT	lib=17378
leixinghua	类型化	ACCEPT	lib=7422
lian	立案	ACCEPT	lib=23257
lianchuang	联创	ACCEPT	lib=7387
liangge	两个	ACCEPT	lib=37861
liangming	两名	ACCEPT	lib=19641
liangtian	两天	ACCEPT	lib=33881
liangwei	两位	ACCEPT	lib=26258
liangye	良夜	ACCEPT	lib=9963
liangzhong	两种	ACCEPT	lib=27310
lianjiechu	连接处	ACCEPT	lib=14019
lilunshang	理论上	ACCEPT	lib=0
lingbing	领兵	ACCEPT	lib=12189
linianlai	历年来	ACCEPT	lib=10963
linyeju	林业局	ACCEPT	lib=9754
lishishuju	历史数据	ACCEPT	lib=7477
litigan	立体感	ACCEPT	lib=16524
liunianji	六年级	ACCEPT	lib=20105
liuqishi	六七十	ACCEPT	lib=18783
liusi	六四	ACCEPT	lib=16153
liuyisi	刘易斯	ACCEPT	lib=18777
lixianji	历险记	ACCEPT	lib=15181
lizuyu	立足于	ACCEPT	lib=10848
longwangmiao	龙王庙	ACCEPT	lib=11517
louqun	楼群	ACCEPT	lib=10099
luancai	乱猜	ACCEPT	lib=15622
luanjun	乱军	ACCEPT	lib=10422
luanshoufei	乱收费	ACCEPT	lib=13740
ludaofu	鲁道夫	ACCEPT	lib=10099
luobinsen	罗宾森	ACCEPT	lib=7251
luoni	罗尼	ACCEPT	lib=19798
luoxuansai	落选赛	ACCEPT	lib=6907
luyinqi	录音器	ACCEPT	lib=6442
lvezou	掠走	ACCEPT	lib=11443
maibudao	买不到	ACCEPT	lib=25118
maidai	卖呆	ACCEPT	lib=10968
maikaxi	麦卡锡	ACCEPT	lib=19002
maitoukudu	埋头苦读	ACCEPT	lib=0
makesi	马克斯	ACCEPT	lib=16657
manjuan	漫卷	ACCEPT	lib=9137
meibiyao	没必要	ACCEPT	lib=0
meifang	美方	ACCEPT	lib=21264
meiou	美欧	ACCEPT	lib=0
miaobian	秒变	ACCEPT	lib=18180
mingchun	明春	ACCEPT	lib=7251
minggenzi	命根子	ACCEPT	lib=17047
minran	泯然	ACCEPT	lib=0
minshangshi	民商事	ACCEPT	lib=2367
minzuzhuyizhe	民族主义者	ACCEPT	lib=10361
mishuchu	秘书处	ACCEPT	lib=15760
monika	莫妮卡	ACCEPT	lib=19429
moumouren	某某人	ACCEPT	lib=15141
mucun	木村	ACCEPT	lib=16003
nagei	拿给	ACCEPT	lib=20806
naibuzhu	耐不住	ACCEPT	lib=18949
nakuai	那块	ACCEPT	lib=22894
nanbeixiang	南北向	ACCEPT	lib=13882
nanyong	难用	ACCEPT	lib=17944
naohaizhong	脑海中	ACCEPT	lib=19041
nayou	哪有	ACCEPT	lib=0
neikou	内扣	ACCEPT	lib=15829
neishengxing	内生性	ACCEPT	lib=6267
niancuo	念错	ACCEPT	lib=13684
nianyueri	年月日	ACCEPT	lib=6504
nieleyibahan	捏了一把汗	ACCEPT	lib=8535
niersi	尼尔斯	ACCEPT	lib=9305
niuheiwen	纽黑文	ACCEPT	lib=0
nuodun	诺顿	ACCEPT	lib=13793
paiqiusai	排球赛	ACCEPT	lib=10564
panhou	盘后	ACCEPT	lib=0
panzhong	盘中	ACCEPT	lib=11715
piaorao	飘绕	ACCEPT	lib=0
pingchangren	平常人	ACCEPT	lib=18097
pingluan	平乱	ACCEPT	lib=8838
pingrili	平日里	ACCEPT	lib=0
pinpaihua	品牌化	ACCEPT	lib=8322
pujihua	普及化	ACCEPT	lib=10977
puladuo	普拉多	ACCEPT	lib=6343
qianbainianlai	千百年来	ACCEPT	lib=12830
qiandongnanmiaozudongzuzizhizhou	黔东南苗族侗族自治州	ACCEPT	lib=8407
qiangcichang	强磁场	ACCEPT	lib=6109
qiangyizi	抢椅子	ACCEPT	lib=0
qianjinian	前几年	ACCEPT	lib=0
qiannanbuyizumiaozuzizhizhou	黔南布依族苗族自治州	ACCEPT	lib=8078
qianxienian	前些年	ACCEPT	lib=15047
qianxinanbuyizumiaozuzizhizhou	黔西南布依族苗族自治州	ACCEPT	lib=7700
qianzhengfei	签证费	ACCEPT	lib=10629
qidonghui	启动会	ACCEPT	lib=0
qieyiwei	窃以为	ACCEPT	lib=11465
qifaxing	启发性	ACCEPT	lib=10841
qijianji	旗舰机	ACCEPT	lib=14730
qinglei	清泪	ACCEPT	lib=9795
qingui	亲贵	ACCEPT	lib=7296
qinsui	亲随	ACCEPT	lib=9320
qishixing	歧视性	ACCEPT	lib=11175
qitaren	其他人	ACCEPT	lib=33868
qiubian	求变	ACCEPT	lib=15688
qiujue	秋决	ACCEPT	lib=2367
qiuran	虬髯	ACCEPT	lib=5073
quanan	全案	ACCEPT	lib=10314
quanjiaren	全家人	ACCEPT	lib=23985
quanjingsheng	全景声	ACCEPT	lib=0
quanjingshi	全景式	ACCEPT	lib=8700
quanlve	权略	ACCEPT	lib=5922
quniandi	去年底	ACCEPT	lib=16670
quzhongjiehua	去中介化	ACCEPT	lib=0
ranhong	染红	ACCEPT	lib=16685
raobukai	绕不开	ACCEPT	lib=0
raocheng	绕城	ACCEPT	lib=15631
raokai	绕开	ACCEPT	lib=15809
rengwei	仍未	ACCEPT	lib=21275
renlichengben	人力成本	ACCEPT	lib=0
renshang	任上	ACCEPT	lib=0
renwenhuanjing	人文环境	ACCEPT	lib=11614
renwudiaodu	任务调度	ACCEPT	lib=0
rouqiu	肉球	ACCEPT	lib=16540
rujiu	如旧	ACCEPT	lib=15509
saina	塞纳	ACCEPT	lib=16811
saixiaqu	塞下曲	ACCEPT	lib=5073
sanben	三本	ACCEPT	lib=21252
sanbubingzuoliangbu	三步并作两步	ACCEPT	lib=4422
sange	三个	ACCEPT	lib=34138
sanming	三名	ACCEPT	lib=22282
sannian	三年	ACCEPT	lib=32483
sanpu	三浦	ACCEPT	lib=11536
sanqin	三嗪	ACCEPT	lib=3861
sanwuge	三五个	ACCEPT	lib=12771
sanxingji	三星级	ACCEPT	lib=9123
sanzhong	三种	ACCEPT	lib=23590
saofuren	嫂夫人	ACCEPT	lib=11006
saotou	搔头	ACCEPT	lib=7763
sasha	萨沙	ACCEPT	lib=15385
shangchangmen	上场门	ACCEPT	lib=0
shangjuan	上卷	ACCEPT	lib=14028
shangxuan	上选	ACCEPT	lib=17530
shangyinian	上一年	ACCEPT	lib=19771
shanjiaoxia	山脚下	ACCEPT	lib=20395
shanshang	山上	ACCEPT	lib=31539
shanshanshuishui	山山水水	ACCEPT	lib=10012
shantian	山田	ACCEPT	lib=17948
shaobang	少棒	ACCEPT	lib=8934
shaotang	少糖	ACCEPT	lib=0
shashafenbuqing	傻傻分不清	ACCEPT	lib=0
shejidui	射击队	ACCEPT	lib=3861
shenbiaoyihan	深表遗憾	ACCEPT	lib=11502
shenghuohua	生活化	ACCEPT	lib=15080
shengrihui	生日会	ACCEPT	lib=20397
shida	十大	ACCEPT	lib=23490
shidui	石堆	ACCEPT	lib=9449
shiduonian	十多年	ACCEPT	lib=24634
shifanxing	示范性	ACCEPT	lib=9547
shijieershang	拾阶而上	ACCEPT	lib=0
shijieguanjun	世界冠军	ACCEPT	lib=16539
shijieshang	世界上	ACCEPT	lib=0
shinian	十年	ACCEPT	lib=32870
shinvtu	仕女图	ACCEPT	lib=8325
shisuhua	世俗化	ACCEPT	lib=12611
shiyinwei	是因为	ACCEPT	lib=38501
shiyixia	试一下	ACCEPT	lib=23413
shiyongyu	适用于	ACCEPT	lib=0
shiyunhui	世运会	ACCEPT	lib=0
shoudie	收跌	ACCEPT	lib=0
shouhuopofeng	收获颇丰	ACCEPT	lib=0
shouhuren	守护人	ACCEPT	lib=10264
shouhuzhe	守护者	ACCEPT	lib=15487
shoukuai	手快	ACCEPT	lib=22800
shoupianzhe	受骗者	ACCEPT	lib=5930
shourouzhou	瘦肉粥	ACCEPT	lib=15877
shouzhiyu	受制于	ACCEPT	lib=13488
shuaixialai	摔下来	ACCEPT	lib=16342
shuangpai	双排	ACCEPT	lib=18411
shuangse	双色	ACCEPT	lib=16690
shuikou	水口	ACCEPT	lib=18053
shujuanquanfa	数据安全法	ACCEPT	lib=0
shuobuqing	说不清	ACCEPT	lib=25783
sige	四个	ACCEPT	lib=32508
sijidu	四季度	ACCEPT	lib=10610
sikai	撕开	ACCEPT	lib=21518
siming	四名	ACCEPT	lib=19484
sitake	斯塔克	ACCEPT	lib=13764
sitela	斯特拉	ACCEPT	lib=18983
sitelin	斯特林	ACCEPT	lib=11487
sixingji	四星级	ACCEPT	lib=14006
songgang	松冈	ACCEPT	lib=7477
songwang	送往	ACCEPT	lib=22851
sufeiya	苏菲亚	ACCEPT	lib=16098
suizi	穗子	ACCEPT	lib=14300
suochu	所处	ACCEPT	lib=18980
suosisuoxiang	所思所想	ACCEPT	lib=0
taidao	台岛	ACCEPT	lib=7404
taiguocai	泰国菜	ACCEPT	lib=16186
tailang	太郎	ACCEPT	lib=22578
tanbaishuo	坦白说	ACCEPT	lib=13630
tangguohe	糖果盒	ACCEPT	lib=7552
tangmusen	汤姆森	ACCEPT	lib=9021
tangmuyi	汤沐邑	ACCEPT	lib=5527
tangxialai	躺下来	ACCEPT	lib=13489
taochulai	逃出来	ACCEPT	lib=15673
tebieshi	特别是	ACCEPT	lib=0
tedaxing	特大型	ACCEPT	lib=10055
tengtonggan	疼痛感	ACCEPT	lib=7587
tengyuan	藤原	ACCEPT	lib=15781
tianxiashi	天下事	ACCEPT	lib=14630
tiaoshuidui	跳水队	ACCEPT	lib=8049
tidaixing	替代性	ACCEPT	lib=10457
tigongdui	体工队	ACCEPT	lib=5895
tilihuo	体力活	ACCEPT	lib=17773
tingshengbianwei	听声辨位	ACCEPT	lib=0
tiqiu	踢球	ACCEPT	lib=27094
tongdai	统带	ACCEPT	lib=11076
tonghuxigongmingyun	同呼吸共命运	ACCEPT	lib=7232
tongxuemen	同学们	ACCEPT	lib=23320
tongzhong	同种	ACCEPT	lib=16241
touguanglv	透光率	ACCEPT	lib=7763
toujingbu	头颈部	ACCEPT	lib=5527
touliu	投流	ACCEPT	lib=0
touminghua	透明化	ACCEPT	lib=11656
toumingxing	透明性	ACCEPT	lib=7819
tousuxin	投诉信	ACCEPT	lib=9263
touzou	偷走	ACCEPT	lib=28617
tugexinxian	图个新鲜	ACCEPT	lib=0
tuidui	退队	ACCEPT	lib=0
tuigei	推给	ACCEPT	lib=18840
tuijianxing	推荐性	ACCEPT	lib=7660
waikuo	外廓	ACCEPT	lib=4734
wainao	外脑	ACCEPT	lib=7552
waipojia	外婆家	ACCEPT	lib=21442
wangfanpao	往返跑	ACCEPT	lib=0
wangfushi	往复式	ACCEPT	lib=5899
wanquanban	完全版	ACCEPT	lib=10364
wanxieshihou	晚些时候	ACCEPT	lib=15829
waxili	瓦西里	ACCEPT	lib=13279
weierxun	威尔逊	ACCEPT	lib=18860
weifaxingwei	违法行为	ACCEPT	lib=13676
weikuanren	尾款人	ACCEPT	lib=0
weizhuangzhe	伪装者	ACCEPT	lib=16369
wenduan	文段	ACCEPT	lib=10771
wenguanguo	文冠果	ACCEPT	lib=7896
wengyu	蓊郁	ACCEPT	lib=6801
wenruan	温软	ACCEPT	lib=12289
wenshidu	温湿度	ACCEPT	lib=8978
wensidun	温斯顿	ACCEPT	lib=15983
wenxuejiang	文学奖	ACCEPT	lib=17239
woerfu	沃尔夫	ACCEPT	lib=16044
woerte	沃尔特	ACCEPT	lib=21511
wojin	握紧	ACCEPT	lib=20747
wuda	五大	ACCEPT	lib=23865
wuge	五个	ACCEPT	lib=29076
wuheyi	五合一	ACCEPT	lib=8217
wunian	五年	ACCEPT	lib=30160
wurenwei	误认为	ACCEPT	lib=17953
xiachangmen	下场门	ACCEPT	lib=0
xiahenshou	下狠手	ACCEPT	lib=0
xialuote	夏洛特	ACCEPT	lib=23767
xiangbanfa	想办法	ACCEPT	lib=0
xiangdedao	想得到	ACCEPT	lib=23241
xiangei	献给	ACCEPT	lib=27530
xiangjiehe	相结合	ACCEPT	lib=19375
xiangqinmen	乡亲们	ACCEPT	lib=14002
xianjingongzuozhe	先进工作者	ACCEPT	lib=0
xianshizhuyizhe	现实主义者	ACCEPT	lib=13465
xianzhixing	限制性	ACCEPT	lib=15246
xiaobaobao	小宝宝	ACCEPT	lib=24216
xiaochuang	小窗	ACCEPT	lib=16395
xiaoerjing	小而精	ACCEPT	lib=10522
xiaofeiliang	消费量	ACCEPT	lib=7624
xiaoguniang	小姑娘	ACCEPT	lib=31096
xiaohongdian	小红点	ACCEPT	lib=14373
xiaojizhuomi	小鸡啄米	ACCEPT	lib=0
xiaolingdao	校领导	ACCEPT	lib=10852
xiaonvhai	小女孩	ACCEPT	lib=24860
xiaoshipin	小视频	ACCEPT	lib=3239
xiaoshitou	小石头	ACCEPT	lib=16090
xinchuan	薪传	ACCEPT	lib=0
xinjiaporen	新加坡人	ACCEPT	lib=13172
xinkegai	新课改	ACCEPT	lib=8315
xinqixiang	新气象	ACCEPT	lib=21898
xinwenxi	新闻系	ACCEPT	lib=6069
xinxi	心系	ACCEPT	lib=19975
xinxiandu	新鲜度	ACCEPT	lib=12554
xinxiangan	新鲜感	ACCEPT	lib=23424
xiongjun	雄峻	ACCEPT	lib=4652
xiuxiqu	休息区	ACCEPT	lib=13055
xizhan	西站	ACCEPT	lib=20527
xuexizhe	学习者	ACCEPT	lib=10969
xunlianguan	训练馆	ACCEPT	lib=10944
xunmian	训勉	ACCEPT	lib=1493
yagebu	雅各布	ACCEPT	lib=20118
yalun	亚伦	ACCEPT	lib=19092
yangmiu	佯谬	ACCEPT	lib=0
yangtie	洋铁	ACCEPT	lib=6464
yanhoubu	咽喉部	ACCEPT	lib=3239
yanjiuhui	研究会	ACCEPT	lib=17142
yansong	偃松	ACCEPT	lib=2367
yaobuyao	要不要	ACCEPT	lib=0
yaohu	妖狐	ACCEPT	lib=12646
yeguiren	夜归人	ACCEPT	lib=12189
yeshi	也是	ACCEPT	lib=0
yibai	一百	ACCEPT	lib=37081
yibu	一步	ACCEPT	lib=33639
yibubu	一步步	ACCEPT	lib=24244
yichang	一场	ACCEPT	lib=32557
yichu	一处	ACCEPT	lib=22911
yidaban	一大半	ACCEPT	lib=19883
yien	伊恩	ACCEPT	lib=19740
yifenzi	一份子	ACCEPT	lib=0
yigu	一股	ACCEPT	lib=27216
yijia	一架	ACCEPT	lib=26338
yijiasankou	一家三口	ACCEPT	lib=0
yijidu	一季度	ACCEPT	lib=14305
yijing	译经	ACCEPT	lib=8842
yikaishi	一开始	ACCEPT	lib=0
yike	一颗	ACCEPT	lib=30441
yikuan	一款	ACCEPT	lib=27512
yilaizheng	依赖症	ACCEPT	lib=10968
yiliangtian	一两天	ACCEPT	lib=20510
yimengshanqu	沂蒙山区	ACCEPT	lib=6824
yiming	一名	ACCEPT	lib=32099
yinbixing	隐蔽性	ACCEPT	lib=9167
yinfang	印方	ACCEPT	lib=7700
yingwenge	英文歌	ACCEPT	lib=18197
yingwenming	英文名	ACCEPT	lib=20172
yingyangcan	营养餐	ACCEPT	lib=7992
yinian	一年	ACCEPT	lib=36806
yinlai	引来	ACCEPT	lib=23849
yipian	一片	ACCEPT	lib=30738
yiqianwan	一千万	ACCEPT	lib=22735
yiqu	一曲	ACCEPT	lib=22974
yisangzi	一嗓子	ACCEPT	lib=0
