bairishengtian	白日升天	ACCEPT
baishanheishui	白山黑水	ACCEPT
baishenmoshu	百身莫赎	ACCEPT
baishoubeimian	白首北面	ACCEPT
baishouxingjia	白手兴家	ACCEPT
baishouzhixin	白首之心	ACCEPT
baisushanghua	败俗伤化	ACCEPT
baitoudaolao	白头到老	ACCEPT
baitouruxin	白头如新	ACCEPT
baitouxiangshou	白头相守	ACCEPT
baiwuyiyong	百无一用	ACCEPT
baixiabaiquan	百下百全	ACCEPT
baixingergui	败兴而归	ACCEPT
baiyiqingxiang	白衣卿相	ACCEPT
baiyuwuxia	白玉无瑕	ACCEPT
baizhebuhui	百折不回	ACCEPT
baizhebuqu	百折不屈	ACCEPT
baizheqianhui	百折千回	ACCEPT
baizhuanqianhui	百转千回	ACCEPT
baizoumaicheng	败走麦城	ACCEPT
baizuzhichong	百足之虫	ACCEPT
bakuiquzhi	拔葵去织	ACCEPT
bamianlaifeng	八面来风	ACCEPT
bamianweifeng	八面威风	ACCEPT
banbiheshan	半壁河山	ACCEPT
banbulunyu	半部论语	ACCEPT
bangbingchengzhu	蚌病成珠	ACCEPT
bangguanzheqing	傍观者清	ACCEPT
bangguotiancui	邦国殄瘁	ACCEPT
banmennongfu	班门弄斧	ACCEPT
banshengbanshu	半生半熟	ACCEPT
bansibanlv	半丝半缕	ACCEPT
bansibuhuo	半死不活	ACCEPT
banyesangeng	半夜三更	ACCEPT
banzhebanyan	半遮半掩	ACCEPT
baobianbuyi	褒贬不一	ACCEPT
baobumaosi	抱布贸丝	ACCEPT
baochengshouzhen	抱诚守真	ACCEPT
baodabuping	抱打不平	ACCEPT
baojiaobaohui	包教包会	ACCEPT
baojingfengyu	饱经风雨	ACCEPT
baojingshigu	饱经世故	ACCEPT
baojingximin	保境息民	ACCEPT
baoshankonghui	宝山空回	ACCEPT
baosiliupi	豹死留皮	ACCEPT
baotaichiying	保泰持盈	ACCEPT
baotouhuanyan	豹头环眼	ACCEPT
baoxuezhishi	饱学之士	ACCEPT
baoyuzhisi	鲍鱼之肆	ACCEPT
baozinongsun	抱子弄孙	ACCEPT
bashishiwu	拔十失五	ACCEPT
baxianguohai	八仙过海	ACCEPT
baxinzhuhuo	把薪助火	ACCEPT
beibizhiyin	北鄙之音	ACCEPT
beichangjianxin	备尝艰辛	ACCEPT
beicizhongbi	卑辞重币	ACCEPT
beicongzhonglai	悲从中来	ACCEPT
beidaojianxing	倍道兼行	ACCEPT
beiduolifen	备多力分	ACCEPT
beigekangkai	悲歌慷慨	ACCEPT
beigongfeishi	卑宫菲食	ACCEPT
beiguanyanshi	悲观厌世	ACCEPT
beimensuoyao	北门锁钥	ACCEPT
beimianchengchen	北面称臣	ACCEPT
beipanlangji	杯盘狼籍	ACCEPT
beiribingxing	倍日并行	ACCEPT
beishanmianshui	背山面水	ACCEPT
beiweichongshu	备位充数	ACCEPT
beixijiaojia	悲喜交加	ACCEPT
beizhenanyuan	北辙南辕	ACCEPT
bengubangning	本固邦宁	ACCEPT
benxiangbentu	本乡本土	ACCEPT
benzouhuhao	奔走呼号	ACCEPT
biancaiwuai	辩才无碍	ACCEPT
bianchenbujing	边尘不惊	ACCEPT
biandongbuju	变动不居	ACCEPT
bianfaweixin	变法维新	ACCEPT
bianhuanwuchang	变幻无常	ACCEPT
bianhuanwuqiong	变幻无穷	ACCEPT
bianhuawuqiong	变化无穷	ACCEPT
biankoulici	辩口利辞	ACCEPT
bianyicongshi	便宜从事	ACCEPT
biaobenjianzhi	标本兼治	ACCEPT
biaobingshice	彪炳史册	ACCEPT
biaolixiangying	表里相应	ACCEPT
bibodangyang	碧波荡漾	ACCEPT
bibukeque	必不可缺	ACCEPT
biduolishao	弊多利少	ACCEPT
biejuhuiyan	别具慧眼	ACCEPT
bierbuda	避而不答	ACCEPT
bierbutan	避而不谈	ACCEPT
bierbuzhou	比而不周	ACCEPT
bierhouyi	毙而后已	ACCEPT
bieyoufengwei	别有风味	ACCEPT
bifakouzhu	笔伐口诛	ACCEPT
bigengbuchuo	笔耕不辍	ACCEPT
bihanmobao	笔酣墨饱	ACCEPT
bihuaxiuyue	闭花羞月	ACCEPT
bihudushu	闭户读书	ACCEPT
bijianjizhong	比肩继踵	ACCEPT
bijiewoying	彼竭我盈	ACCEPT
bikongruxi	碧空如洗	ACCEPT
bilirousheng	髀里肉生	ACCEPT
bilulanlv	筚路褴褛	ACCEPT
biluohuangquan	碧落黄泉	ACCEPT
bimenbuchu	闭门不出	ACCEPT
bimenxieke	闭门谢客	ACCEPT
bimenzishou	闭门自守	ACCEPT
bimoguansi	笔墨官司	ACCEPT
bimozhiyan	笔墨纸砚	ACCEPT
bingduojiangguang	兵多将广	ACCEPT
binggexiangjian	兵戈相见	ACCEPT
binggongbanshi	秉公办事	ACCEPT
binggongzhifa	秉公执法	ACCEPT
binghuyuchi	冰壶玉尺	ACCEPT
binglaijiangdang	兵来将挡	ACCEPT
bingqiangjiangyong	兵强将勇	ACCEPT
bingqingyurun	冰清玉润	ACCEPT
bingrenxiangjie	兵刃相接	ACCEPT
bingwuchangshi	兵无常势	ACCEPT
bingwuerzhi	并无二致	ACCEPT
bingxingguidao	兵行诡道	ACCEPT
bingxingnanyi	禀性难移	ACCEPT
bingyaozhiben	秉要执本	ACCEPT
bingzhuyetan	秉烛夜谈	ACCEPT
bingzhuyeyou	秉烛夜游	ACCEPT
biqiangjiruo	避强击弱	ACCEPT
birenermu	避人耳目	ACCEPT
biroufusheng	髀肉复生	ACCEPT
bishijixu	避实击虚	ACCEPT
bixialiuqing	笔下留情	ACCEPT
bixuedanxin	碧血丹心	ACCEPT
biyilianzhi	比翼连枝	ACCEPT
biyouzhilu	必由之路	ACCEPT
bizhengzhidi	必争之地	ACCEPT
bojiqunshu	博极群书	ACCEPT
bolanbujing	波澜不惊	ACCEPT
bolanqunshu	博览群书	ACCEPT
boluanjishi	拨乱济时	ACCEPT
boluanzhubao	拨乱诛暴	ACCEPT
bonongshifei	拨弄是非	ACCEPT
boshijizhong	博施济众	ACCEPT
boxueqiawen	博学洽闻	ACCEPT
buanshishi	不谙世事	ACCEPT
buanyushi	不安于室	ACCEPT
buanyuwei	不安于位	ACCEPT
bubianshifei	不辨是非	ACCEPT
bubudenggao	步步登高	ACCEPT
bucezhihuo	不测之祸	ACCEPT
buchahaoli	不差毫厘	ACCEPT
buchengqihou	不成气候	ACCEPT
buchibulong	不痴不聋	ACCEPT
buchizuihou	不耻最后	ACCEPT
bucixinlao	不辞辛劳	ACCEPT
bucizhitu	不此之图	ACCEPT
bucizhiwei	不次之位	ACCEPT
budaishigui	不待蓍龟	ACCEPT
budeshanzhong	不得善终	ACCEPT
bufaqili	不乏其例	ACCEPT
bufaqiren	不乏其人	ACCEPT
bufazhitu	不法之徒	ACCEPT
bufeijianghe	不废江河	ACCEPT
bugaiqile	不改其乐	ACCEPT
buganbuga	不尴不尬	ACCEPT
buganzaoci	不敢造次	ACCEPT
bugaoerbie	不告而别	ACCEPT
bugouyanxiao	不苟言笑	ACCEPT
bugusihuo	不顾死活	ACCEPT
buhuozhinian	不惑之年	ACCEPT
buhuxixing	不护细行	ACCEPT
bujianzongying	不见踪影	ACCEPT
bujiaobuzao	不骄不躁	ACCEPT
bujiaoerzhu	不教而诛	ACCEPT
bujiezhichou	不解之仇	ACCEPT
bujiezhimi	不解之谜	ACCEPT
bujiezhiyuan	不解之缘	ACCEPT
bujihouguo	不计后果	ACCEPT
bujinbufa	不矜不伐	ACCEPT
bujinbugu	不今不古	ACCEPT
bujinqingli	不近情理	ACCEPT
bujinxixing	不矜细行	ACCEPT
bujinzetui	不进则退	ACCEPT
bujiqianxian	不计前嫌	ACCEPT
bujuxixing	不拘细行	ACCEPT
bukanhuishou	不堪回首	ACCEPT
bukanqiyou	不堪其忧	ACCEPT
bukanruer	不堪入耳	ACCEPT
bukanzhongfu	不堪重负	ACCEPT
bukedongyao	不可动摇	ACCEPT
bukejiuyao	不可救药	ACCEPT
bukepianfei	不可偏废	ACCEPT
bukeqiji	不可企及	ACCEPT
bukeshengji	不可胜纪	ACCEPT
bukeshengji	不可胜计	ACCEPT
bukeshengji	不可胜记	ACCEPT
bukeshengsuan	不可胜算	ACCEPT
bukexianliang	不可限量	ACCEPT
bukezhuomo	不可捉摸	ACCEPT
bulaoercheng	不劳而成	ACCEPT
bulengbure	不冷不热	ACCEPT
buliuqingmian	不留情面	ACCEPT
buliuyudi	不留余地	ACCEPT
bulufengmang	不露锋芒	ACCEPT
buluhenji	不露痕迹	ACCEPT
bumanbuzhi	不蔓不枝	ACCEPT
bumingzeyi	不鸣则已	ACCEPT
bumouertong	不谋而同	ACCEPT
bunanbunv	不男不女	ACCEPT
buningweishi	不宁唯是	ACCEPT
buqianshi	不欺暗室	ACCEPT
buqiertong	不期而同	ACCEPT
buqihouchen	步其后尘	ACCEPT
buqingbubai	不清不白	ACCEPT
buqingzidao	不请自到	ACCEPT
buqiuwenda	不求闻达	ACCEPT
burenbuyi	不仁不义	ACCEPT
burenzudu	不忍卒读	ACCEPT
burongfenshuo	不容分说	ACCEPT
burushiming	不辱使命	ACCEPT
bushangbuxia	不上不下	ACCEPT
bushanyanci	不善言辞	ACCEPT
bushengbumie	不生不灭	ACCEPT
bushezhouye	不舍昼夜	ACCEPT
bushizhici	不实之词	ACCEPT
bushizhousu	不食周粟	ACCEPT
busijinqu	不思进取	ACCEPT
butongliusu	不同流俗	ACCEPT
buwenbuhuo	不瘟不火	ACCEPT
buwenbuwen	不问不闻	ACCEPT
buwenbuwu	不文不武	ACCEPT
buxianbudan	不咸不淡	ACCEPT
buxiaozisun	不肖子孙	ACCEPT
buxigongben	不惜工本	ACCEPT
buyaoeryu	不药而愈	ACCEPT
buyinbuyang	不阴不阳	ACCEPT
buyindaoquan	不饮盗泉	ACCEPT
buyiqingxiang	布衣卿相	ACCEPT
buyishushi	布衣蔬食	ACCEPT
buyiweichi	不以为耻	ACCEPT
buyiyizi	不易一字	ACCEPT
buyizhidian	不易之典	ACCEPT
buyizhijiao	布衣之交	ACCEPT
buyuanwanli	不远万里	ACCEPT
buyuzhiyu	不虞之誉	ACCEPT
buzhanersheng	不战而胜	ACCEPT
buzhigaodi	不知高低	ACCEPT
buzhijiji	不知纪极	ACCEPT
buzhilianchi	不知廉耻	ACCEPT
buzhishenqian	不知深浅	ACCEPT
buzhisuochu	不知所出	ACCEPT
buzhiyici	不置一词	ACCEPT
buzhiyiqian	不值一钱	ACCEPT
buzhiyiti	不值一提	ACCEPT
buzuweiju	不足为据	ACCEPT
buzuweiping	不足为凭	ACCEPT
buzuyumou	不足与谋	ACCEPT
caibozhiqian	才薄智浅	ACCEPT
caibulubai	财不露白	ACCEPT
caidejianbei	才德兼备	ACCEPT
caikuilichu	财匮力绌	ACCEPT
caimeixingling	猜枚行令	ACCEPT
caiqihengyi	才气横溢	ACCEPT
caiqiwushuang	才气无双	ACCEPT
caiqizongheng	才气纵横	ACCEPT
caiquanxingling	猜拳行令	ACCEPT
caishuyiguang	才疏意广	ACCEPT
caisiminjie	才思敏捷	ACCEPT
caiwanggaoya	才望高雅	ACCEPT
caiyunhengtong	财运亨通	ACCEPT
canbaoburen	残暴不仁	ACCEPT
canerbufei	残而不废	ACCEPT
canfenglusu	餐风露宿	ACCEPT
canfengmuyu	餐风沐雨	ACCEPT
canfengsuyu	餐风宿雨	ACCEPT
canfengyinlu	餐风饮露	ACCEPT
cangcuiyudi	苍翠欲滴	ACCEPT
cangenglengzhi	残羹冷炙	ACCEPT
cangerbulu	藏而不露	ACCEPT
canghaihengliu	沧海横流	ACCEPT
cangyanbaifa	苍颜白发	ACCEPT
cangzhimingshan	藏之名山	ACCEPT
canlanhuihuang	灿烂辉煌	ACCEPT
canminyicheng	残民以逞	ACCEPT
canpianduanjian	残篇断简	ACCEPT
canrankeguan	粲然可观	ACCEPT
canruoqunxing	灿若群星	ACCEPT
canshanshengshui	残山剩水	ACCEPT
cansongyinjian	餐松饮涧	ACCEPT
cantouyanwei	蚕头燕尾	ACCEPT
canxiayinxie	餐霞饮瀣	ACCEPT
canyunwoshi	餐云卧石	ACCEPT
caomangyingxiong	草莽英雄	ACCEPT
caozhangyingfei	草长莺飞	ACCEPT
cazhimofen	擦脂抹粉	ACCEPT
cemayangbian	策马扬鞭	ACCEPT
cemingweizhi	策名委质	ACCEPT
cemuershi	侧目而视	ACCEPT
cengbucanran	曾不惨然	ACCEPT
cengcengdiedie	层层叠叠	ACCEPT
chafanwuxin	茶饭无心	ACCEPT
chaihengbinluan	钗横鬓乱	ACCEPT
chaimifuqi	柴米夫妻	ACCEPT
chaitiangaiwu	柴天改物	ACCEPT
chajianyuanyu	察见渊鱼	ACCEPT
chanchanmianmian	缠缠绵绵	ACCEPT
changchunbulao	长春不老	ACCEPT
changciyiwang	长此以往	ACCEPT
changdanwoxin	尝胆卧薪	ACCEPT
changduanbuqi	长短不齐	ACCEPT
changgedangku	长歌当哭	ACCEPT
changhonghuabi	苌弘化碧	ACCEPT
changjiuzhiji	长久之计	ACCEPT
changnianleiyue	常年累月	ACCEPT
changpiandalun	长篇大论	ACCEPT
changranruoshi	怅然若失	ACCEPT
changshazuomi	唱沙作米	ACCEPT
changshengbushuai	长盛不衰	ACCEPT
changshengjiangjun	常胜将军	ACCEPT
chanshangjiaoxia	谄上骄下	ACCEPT
chanyanningyu	谗言佞语	ACCEPT
chaochaonaonao	吵吵闹闹	ACCEPT
chaofanrusheng	超凡入圣	ACCEPT
chaofantuosu	超凡脱俗	ACCEPT
chaolinyizhi	巢林一枝	ACCEPT
chaomaichaomai	炒买炒卖	ACCEPT
chaoqunchuzhong	超群出众	ACCEPT
chaoranwuwai	超然物外	ACCEPT
chaoranyuanju	超然远举	ACCEPT
chaoyijuechen	超逸绝尘	ACCEPT
chaozhangguogu	朝章国故	ACCEPT
chawushiju	查无实据	ACCEPT
chayanguanse	察颜观色	ACCEPT
chayujiuhou	茶余酒后	ACCEPT
chazhimofen	搽脂抹粉	ACCEPT
chechedidi	彻彻底底	ACCEPT
chedonglaxi	扯东拉西	ACCEPT
chefanmabi	车烦马毙	ACCEPT
chehuirenwang	车毁人亡	ACCEPT
chengbangjiedui	成帮结队	ACCEPT
chengbeixugong	城北徐公	ACCEPT
chengchangzhufu	撑肠拄腹	ACCEPT
chengchengkenken	诚诚恳恳	ACCEPT
chengengtufan	尘羹涂饭	ACCEPT
chengequanshan	惩恶劝善	ACCEPT
chengfozuozu	成佛作祖	ACCEPT
chengfuzuozu	成佛作祖	ACCEPT
chenggudaogua	称孤道寡	ACCEPT
chenghuanxixia	承欢膝下	ACCEPT
chenghuqihou	瞠乎其后	ACCEPT
chenghusheshu	城狐社鼠	ACCEPT
chengjiansixi	乘间伺隙	ACCEPT
chengmenlixue	程门立雪	ACCEPT
chengmingchengjia	成名成家	ACCEPT
chengqianghaosheng	逞强好胜	ACCEPT
chengqibubei	乘其不备	ACCEPT
chengqibuyi	乘其不意	ACCEPT
chengqidaojue	称奇道绝	ACCEPT
chengqunjiehuo	成群结伙	ACCEPT
chengredatie	乘热打铁	ACCEPT
chengrenquyi	成仁取义	ACCEPT
chengshataili	澄沙汰砾	ACCEPT
chengshengzhubei	乘胜逐北	ACCEPT
chengshibushuo	成事不说	ACCEPT
chengucijin	陈古刺今	ACCEPT
chengwangbaikou	成王败寇	ACCEPT
chengwangchengba	称王称霸	ACCEPT
chengxiazhimeng	城下之盟	ACCEPT
chengxierru	乘隙而入	ACCEPT
chengxingerlai	乘兴而来	ACCEPT
chengxinruyi	逞心如意	ACCEPT
chengxiongdaodi	称兄道弟	ACCEPT
chengxudiechu	乘虚迭出	ACCEPT
chengzaisiyan	诚哉斯言	ACCEPT
chengzhuzaixiong	成竹在胸	ACCEPT
chenqianglandiao	陈腔滥调	ACCEPT
chentufeiyang	尘土飞扬	ACCEPT
chenxinrushui	臣心如水	ACCEPT
chenyuduncuo	沉郁顿挫	ACCEPT
chenzhafanqi	沉渣泛起	ACCEPT
cheyenanmian	彻夜难眠	ACCEPT
cheyeweimian	彻夜未眠	ACCEPT
chibaichunhong	齿白唇红	ACCEPT
chibaohezu	吃饱喝足	ACCEPT
chichengjiangchang	驰骋疆场	ACCEPT
chicunzhidi	尺寸之地	ACCEPT
chicunzhigong	尺寸之功	ACCEPT
chigeshima	持戈试马	ACCEPT
chikangyancai	吃糠咽菜	ACCEPT
chilibawai	吃里扒外	ACCEPT
chilipawai	吃里爬外	ACCEPT
chimibuwu	痴迷不悟	ACCEPT
chimingzhongwai	驰名中外	ACCEPT
chinanyuannv	痴男怨女	ACCEPT
chirubianbei	齿如编贝	ACCEPT
chishenluoti	赤身裸体	ACCEPT
chixinbaoguo	赤心报国	ACCEPT
chiyibujue	迟疑不决	ACCEPT
chiyingbaotai	持盈保泰	ACCEPT
chizhiyougu	持之有故	ACCEPT
chizhongzhiwu	池中之物	ACCEPT
chongchongdiedie	重重叠叠	ACCEPT
chongguiyuhao	重归于好	ACCEPT
chongjianguangming	重见光明	ACCEPT
chonglunhongyi	崇论宏议	ACCEPT
chongrubujing	宠辱不惊	ACCEPT
chongrujiewang	宠辱皆忘	ACCEPT
chongruruojing	宠辱若惊	ACCEPT
chongshanfuling	重山复岭	ACCEPT
chongxileisheng	重熙累盛	ACCEPT
chongyandiezhang	重岩叠嶂	ACCEPT
chongyiqingli	重义轻利	ACCEPT
chongyuzhixue	虫鱼之学	ACCEPT
chongzhenqigu	重振旗鼓	ACCEPT
choudaoduanshui	抽刀断水	ACCEPT
chouduoyechang	愁多夜长	ACCEPT
choujinbopi	抽筋剥皮	ACCEPT
choumeisuoyan	愁眉锁眼	ACCEPT
chourenguangzuo	稠人广坐	ACCEPT
chourongmanmian	愁容满面	ACCEPT
choushengyuanbo	丑声远播	ACCEPT
choutaibaichu	丑态百出	ACCEPT
choutaibilu	丑态毕露	ACCEPT
chouxuruma	愁绪如麻	ACCEPT
chouyuncanwu	愁云惨雾	ACCEPT
chuandaoshouye	传道授业	ACCEPT
chuanebaichu	舛讹百出	ACCEPT
chuangjianguoma	窗间过马	ACCEPT
chuangranleixia	怆然泪下	ACCEPT
chuangyechuitong	创业垂统	ACCEPT
chuangyeweijian	创业维艰	ACCEPT
chuanhongdailv	穿红戴绿	ACCEPT
chuanjingsongbao	传经送宝	ACCEPT
chuanweijiahua	传为佳话	ACCEPT
chuanweimeitan	传为美谈	ACCEPT
chuanxierding	传檄而定	ACCEPT
chuchudongren	楚楚动人	ACCEPT
chuchushutu	出处殊涂	ACCEPT
chudibuyi	出敌不意	ACCEPT
chuguailouchou	出乖露丑	ACCEPT
chuguailuchou	出乖露丑	ACCEPT
chuichuilaoyi	垂垂老矣	ACCEPT
chuigongerzhi	垂拱而治	ACCEPT
chuilatanchang	吹拉弹唱	ACCEPT
chuishoukede	垂手可得	ACCEPT
chujiangruxiang	出将入相	ACCEPT
chujingshanghuai	触景伤怀	ACCEPT
chuleierchang	触类而长	ACCEPT
chumenhezhe	出门合辙	ACCEPT
chunhanliaoqiao	春寒料峭	ACCEPT
chunhejingming	春和景明	ACCEPT
chunhongchibai	唇红齿白	ACCEPT
chunhuidadi	春回大地	ACCEPT
chunjiaokouzao	唇焦口燥	ACCEPT
chunjiumeiren	醇酒美人	ACCEPT
chunluqiushuang	春露秋霜	ACCEPT
chunqiubifa	春秋笔法	ACCEPT
chunquqiulai	春去秋来	ACCEPT
chunshengxiazhang	春生夏长	ACCEPT
chunshumuyun	春树暮云	ACCEPT
chunwaqiuchan	春蛙秋蝉	ACCEPT
chunxindangyang	春心荡漾	ACCEPT
chunyiangran	春意盎然	ACCEPT
chunyilanshan	春意阑珊	ACCEPT
chunyinqiushe	春蚓秋蛇	ACCEPT
chunyuruyou	春雨如油	ACCEPT
chuoshuyinshui	啜菽饮水	ACCEPT
chuoyueduozi	绰约多姿	ACCEPT
chushengniudu	初生牛犊	ACCEPT
chushibuli	出师不利	ACCEPT
chushitisheng	初试啼声	ACCEPT
chushiwuming	出师无名	ACCEPT
chushuangrudui	出双入对	ACCEPT
chusirusheng	出死入生	ACCEPT
chutouloumian	出头露面	ACCEPT
chutoulumian	出头露面	ACCEPT
chuxiehuangting	初写黄庭	ACCEPT
chuyigongxin	出以公心	ACCEPT
chuyitoudi	出一头地	ACCEPT
chuzhitairan	处之泰然	ACCEPT
chuzhiyouming	黜陟幽明	ACCEPT
cibudayi	辞不达意	ACCEPT
cidaojianhong	刺刀见红	ACCEPT
cifubiqi	此伏彼起	ACCEPT
cihuadianshan	词华典赡	ACCEPT
cimingwushuang	慈明无双	ACCEPT
ciqingcijing	此情此景	ACCEPT
ciqiongliji	词穷理极	ACCEPT
cizhongsanmei	此中三昧	ACCEPT
cizunjubei	辞尊居卑	ACCEPT
congcongmangmang	匆匆忙忙	ACCEPT
congguzhijin	从古至今	ACCEPT
congkuanfaluo	从宽发落	ACCEPT
congmingzhengzhi	聪明正直	ACCEPT
congqingfaluo	从轻发落	ACCEPT
congrongjiuyi	从容就义	ACCEPT
congrongziruo	从容自若	ACCEPT
congshanjunling	丛山峻岭	ACCEPT
congshanrudeng	从善如登	ACCEPT
congshizhizhong	从始至终	ACCEPT
congtouchewei	从头彻尾	ACCEPT
congtouzhiwei	从头至尾	ACCEPT
congzhongyuli	从中渔利	ACCEPT
cufuluantou	粗服乱头	ACCEPT
cuierbujian	脆而不坚	ACCEPT
cuikulaxiu	摧枯拉朽	ACCEPT
cuimeizheyao	摧眉折腰	ACCEPT
cuirenleixia	催人泪下	ACCEPT
cuixiankuoqing	摧陷廓清	ACCEPT
cuizhehaoqiang	摧折豪强	ACCEPT
cunbuqianli	寸步千里	ACCEPT
cunerbulun	存而不论	ACCEPT
cungeshewu	村歌社舞	ACCEPT
cunhuyixin	存乎一心	ACCEPT
cuntubizheng	寸土必争	ACCEPT
cuntuburang	寸土不让	ACCEPT
cuntuchijin	寸土尺金	ACCEPT
cunwanganwei	存亡安危	ACCEPT
cunwangxujue	存亡续绝	ACCEPT
cunxinbuliang	存心不良	ACCEPT
cunyousuochang	寸有所长	ACCEPT
cuoguyanghui	挫骨扬灰	ACCEPT
cuoshiliangji	错失良机	ACCEPT
cuotuoguangyin	蹉跎光阴	ACCEPT
cuotuosuiyue	蹉跎岁月	ACCEPT
cuowubaichu	错误百出	ACCEPT
cuozhishidang	措置失当	ACCEPT
cushengcuqi	粗声粗气	ACCEPT
cushoucujiao	粗手粗脚	ACCEPT
cuxichangtan	促膝长谈	ACCEPT
cuyidanshi	粗衣淡食	ACCEPT
cuzhongyouxi	粗中有细	ACCEPT
dacaodaban	大操大办	ACCEPT
dachuzhuoyan	大处着眼	ACCEPT
dadaozhijian	大道至简	ACCEPT
dadihuichun	大地回春	ACCEPT
dadongganhuo	大动肝火	ACCEPT
daendade	大恩大德	ACCEPT
daeryanzhi	大而言之	ACCEPT
dafacibei	大发慈悲	ACCEPT
dafahengcai	大发横财	ACCEPT
dafangjueci	大放厥辞	ACCEPT
dafaxiaolian	大法小廉	ACCEPT
dafengdalang	大风大浪	ACCEPT
daguanxiangui	达官显贵	ACCEPT
dahaoheshan	大好河山	ACCEPT
daihuzhishou	怠忽职守	ACCEPT
dairenshuoxiang	代人说项	ACCEPT
daitianlvdi	戴天履地	ACCEPT
daiwuxuri	殆无虚日	ACCEPT
daiziguizhong	待字闺中	ACCEPT
daizuiligong	戴罪立功	ACCEPT
dajiafengfan	大家风范	ACCEPT
dajiangnanbei	大江南北	ACCEPT
dakaishajie	大开杀戒	ACCEPT
dalangtaosha	大浪淘沙	ACCEPT
daluzhuilun	大辂椎轮	ACCEPT
damajindao	大马金刀	ACCEPT
damiuburan	大谬不然	ACCEPT
danboningjing	淡泊宁静	ACCEPT
dandanerfa	旦旦而伐	ACCEPT
dandaxinxi	胆大心细	ACCEPT
danerwuwei	淡而无味	ACCEPT
dangjuzhemi	当局者迷	ACCEPT
dangniuzuoma	当牛做马	ACCEPT
dangtoubanghe	当头棒喝	ACCEPT
dangtouyibang	当头一棒	ACCEPT
dangxiliju	荡析离居	ACCEPT
dangxingerwang	当刑而王	ACCEPT
danjingjieli	殚精竭力	ACCEPT
danpomingli	淡泊名利	ACCEPT
dansaoemei	淡扫蛾眉	ACCEPT
danshutieqi	丹书铁契	ACCEPT
danshutiequan	丹书铁券	ACCEPT
dansihujiang	箪食壶浆	ACCEPT
dansijilv	殚思极虑	ACCEPT
dansipiaoyin	箪食瓢饮	ACCEPT
danwuxufa	弹无虚发	ACCEPT
danxiaopashi	胆小怕事	ACCEPT
danxihuofu	旦夕祸福	ACCEPT
daodewenzhang	道德文章	ACCEPT
daoerbujing	道而不径	ACCEPT
daogaodezhong	道高德重	ACCEPT
daohezhitong	道合志同	ACCEPT
daojuxungui	蹈矩循规	ACCEPT
daoluyimu	道路以目	ACCEPT
