# K575 — BYOB歌曲
# persons: 

0001	英语	yingyu	linear
0082	饮料	yinliao	linear
0083	和	he	linear
0084	食物	shiwu	linear
0085	它	ta	linear
0086	也	ye	linear
0087	最常	zuichang	linear
0088	使用	shiyong	linear
0089	在	zai	linear
0090	正式	zhengshi	linear
0091	的	de	linear
0092	酒吧	jiuba	linear
0093	餐厅	canting	linear
0094	和	he	linear
0095	脱衣舞	tuoyiwu	linear
0096	夜总会	yezonghui	linear
0097	但是	danshi	linear
0098	要	yao	linear
0099	注意	zhuyi	linear
0100	的	de	linear
0101	是	shi	linear
0102	这些	zhexie	linear
0103	地方	difang	linear
0104	是	shi	linear
0105	没有	meiyou	linear
0106	酒精	jiujing	linear
0107	饮料	yinliao	linear
0108	贩售	fanshou	linear
0109	许可证	xukezheng	linear
0110	而	er	linear
0111	无法	wufa	linear
0112	贩卖	fanmai	linear
0113	酒精	jiujing	linear
0114	饮料	yinliao	linear
0115	或者	huozhe	linear
0116	是	shi	linear
0117	不	bu	linear
0118	主动	zhudong	linear
0119	提供	tigong	linear
0120	贩卖	fanmai	linear
0121	酒精	jiujing	linear
0122	饮料	yinliao	linear
0123	与	yu	linear
0124	它	ta	linear
0125	相同	xiangtong	linear
0126	含意	hanyi	linear
0127	的	de	linear
0128	英文字	yingwenzi	linear
0129	是	shi	linear
0130	自备	zibei	linear
0131	纸袋	zhidai	linear
0132	有	you	linear
0133	几句	jiju	linear
0134	相同	xiangtong	linear
0135	缩写	suoxie	linear
0136	的	de	linear
0137	英文	yingwen	linear
0138	句子	juzi	linear
0139	但是	danshi	linear
0140	这些	zhexie	linear
0141	英文	yingwen	linear
0142	句	ju	linear
0143	没有	meiyou	linear
0144	被	bei	linear
0145	广泛	guangfan	linear
0146	使用	shiyong	linear
0147	也	ye	linear
0148	没有	meiyou	linear
0149	被	bei	linear
0150	正式	zhengshi	linear
0151	承认	chengren	linear
0152	过	guo	linear
0153	只有	zhiyou	linear
0154	写出	xiechu	linear
0155	整句	zhengju	linear
0156	英文	yingwen	linear
0157	句子	juzi	linear
0158	时才	shicai	linear
0159	可以	keyi	linear
0160	了解	liaojie	linear
0161	它们	tamen	linear
0162	的	de	linear
0163	含意	hanyi	linear
0164	举例来说	julilaishuo	linear
0165	自备	zibei	linear
0166	甜甜	tiantian	linear
0167	圈	quan	linear
0168	自备	zibei	linear
0169	印度	yindu	linear
0170	麻药	mayao	linear
0171	自备	zibei	linear
0172	大麻	dama	linear
0173	自备	zibei	linear
0174	克林	kelin	linear
0175	贡长	gongzhang	linear
0176	弯刀	wandao	linear
0177	这句	zheju	linear
0178	话	hua	linear
0179	曾	ceng	linear
0180	用	yong	linear
0181	在	zai	linear
0182	影集	yingji	linear
0183	星舰	xingjian	linear
0184	奇航记	qihangji	linear
0185	自行	zixing	linear
0186	制作	zhizuo	linear
0187	包裹	baoguo	linear
0188	用	yong	linear
0189	的	de	linear
0190	纸箱	zhixiang	linear
0191	前面	qianmian	linear
0192	这	zhe	linear
0193	几句话	jijuhua	linear
0194	被	bei	linear
0195	归类	guilei	linear
0196	为	wei	linear
0197	骇客	haike	linear
0198	行话	hanghua	linear
0199	这个	zhege	linear
0200	英文	yingwen	linear
0201	缩写	suoxie	linear
0202	是	shi	linear
0203	个	ge	linear
0204	非常	feichang	linear
0205	流行	liuxing	linear
0206	的	de	linear
0207	缩写	suoxie	linear
0208	字	zi	linear
0209	它	ta	linear
0210	可以	keyi	linear
0211	依照	yizhao	linear
0212	人们	renmen	linear
0213	的	de	linear
0214	需要	xuyao	linear
0215	而	er	linear
0216	使用	shiyong	linear
0217	在	zai	linear
0218	不同	butong	linear
0219	的	de	linear
0220	地方	difang	linear
0221	而	er	linear
0222	不是	bushi	linear
0223	仅限于	jinxianyu	linear
0224	环保	huanbao	linear
0225	字眼	ziyan	linear
0226	起源于	qiyuanyu	linear
0227	自备	zibei	linear
0228	汉堡	hanbao	linear
0229	也	ye	linear
0230	是	shi	linear
0231	在	zai	linear
0232	巴基斯坦	bajisitan	linear
0233	喀拉	kala	linear
0234	蚩	chi	linear
0235	一个	yige	linear
0236	客制化	kezhihua	linear
0237	美食	meishi	linear
0238	汉堡	hanbao	linear
0239	餐厅	canting	linear
0240	的	de	linear
0241	名称	mingcheng	linear
0242	其他	qita	linear
0243	地区	diqu	linear
0244	的	de	linear
0245	用法	yongfa	linear
0246	在	zai	linear
0247	澳洲	aozhou	linear
0248	在	zai	linear
0249	口语	kouyu	linear
0250	的	de	linear
0251	使用	shiyong	linear
0252	上	shang	linear
0253	稍微	shaowei	linear
0254	地	di	linear
0255	改写	gaixie	linear
0256	成	cheng	linear
0257	意思	yisi	linear
0258	是	shi	linear
0259	自备	zibei	linear
0260	烈酒	liejiu	linear
0261	最	zui	linear
0262	常用	changyong	linear
0263	在	zai	linear
0264	派对	paidui	linear
0265	活动	huodong	linear
0266	上	shang	linear
0267	主要	zhuyao	linear
0268	是	shi	linear
0269	希望	xiwang	linear
0270	客人	keren	linear
0271	们	men	linear
0272	可以	keyi	linear
0273	自行	zixing	linear
0274	携带	xiedai	linear
0275	自己	ziji	linear
0276	的	de	linear
0277	酒精	jiujing	linear
0278	饮料	yinliao	linear
0279	在	zai	linear
0280	香港	xianggang	linear
0281	就是	jiushi	linear
0282	自备	zibei	linear
0283	提袋	tidai	linear
0284	的	de	linear
0285	缩写	suoxie	linear
0286	在	zai	linear
0287	年代	niandai	linear
0288	的	de	linear
0289	公共	gonggong	linear
0290	广告	guanggao	linear
0291	是	shi	linear
0292	一个	yige	linear
0293	具有	juyou	linear
0294	环保	huanbao	linear
0295	意识	yishi	linear
0296	的	de	linear
0297	环保	huanbao	linear
0298	运动	yundong	linear
0299	鼓励	guli	linear
0300	人们	renmen	linear
0301	减少	jianshao	linear
0302	塑胶	sujiao	linear
0303	购物袋	gouwudai	linear
0304	的	de	linear
0305	使用量	shiyongliang	linear
0306	而	er	linear
0307	在	zai	linear
0308	新加坡	xinjiapo	linear
0309	这个	zhege	linear
0310	英文	yingwen	linear
0311	缩写	suoxie	linear
0312	字	zi	linear
0313	也	ye	linear
0314	被	bei	linear
0315	拿来	nalai	linear
0316	推广	tuiguang	linear
0317	使用	shiyong	linear
0318	在	zai	linear
0319	当地	dangdi	linear
0320	每个	meige	linear
0321	月	yue	linear
0322	的	de	linear
0323	第一个	diyige	linear
0324	星期三	xingqisan	linear
0325	就是	jiushi	linear
0326	日	ri	linear
0327	自备	zibei	linear
0328	提袋	tidai	linear
0329	的	de	linear
0330	活动	huodong	linear
0331	日	ri	linear
0332	鼓励	guli	linear
0333	人们	renmen	linear
0334	降低	jiangdi	linear
0335	塑胶袋	sujiaodai	linear
0336	的	de	linear
0337	使用	shiyong	linear
0338	与	yu	linear
0339	库存量	kucunliang	linear
0340	在	zai	linear
0341	加拿大	jianada	linear
0342	的	de	linear
0343	卡尔加里	kaerjiali	linear
0344	在	zai	linear
0345	卡尔加里	kaerjiali	linear
0346	游乐园	youleyuan	linear
0347	的	de	linear
0348	活动	huodong	linear
0349	期间	qijian	linear
0350	它	ta	linear
0351	被	bei	linear
0352	解释	jieshi	linear
0353	为	wei	linear
0354	自备	zibei	linear
0355	酒肉	jiurou	linear
0356	在	zai	linear
0357	这里	zheli	linear
0358	的	de	linear
0359	就	jiu	linear
0359	是	shi	linear
0359	指	zhi	linear
0360	啤酒	pijiu	linear
0361	与	yu	linear
0362	牛肉	niurou	linear
0363	在	zai	linear
0364	活动	huodong	linear
0365	期间	qijian	linear
0366	当地	dangdi	linear
0367	的	de	linear
0368	街头	jietou	linear
0369	俚语	liyu	linear
0370	里	li	linear
0371	有时候	youshihou	linear
0372	也	ye	linear
0373	被	bei	linear
0374	认为	renwei	linear
0375	是	shi	linear
0376	自备	zibei	linear
0377	乳房	rufang	linear
0378	这个	zhege	linear
0379	解释	jieshi	linear
0380	是	shi	linear
0381	出自	chuzi	linear
0382	一间	yijian	linear
0383	有名	youming	linear
0384	的	de	linear
0385	牛仔	niuzai	linear
0386	夜总会	yezonghui	linear
0387	他们	tamen	linear
0388	替	ti	linear
0388	店	dian	linear
0389	内	nei	linear
0390	的	de	linear
0391	女	nv	linear
0392	服务生	fuwusheng	linear
0393	出钱	chuqian	linear
0394	隆乳	longru	linear
0395	在	zai	linear
0396	菲律宾	feilvbin	linear
0397	就是	jiushi	linear
0398	自备	zibei	linear
0399	食物	shiwu	linear
0400	的	de	linear
0401	缩写	suoxie	linear
0402	是	shi	linear
0403	他	ta	linear
0404	加禄语	jialuyu	linear
0405	意思	yisi	linear
0406	是	shi	linear
0407	食物	shiwu	linear
0408	这	zhe	linear
0409	是	shi	linear
0410	在	zai	linear
0411	派对	paidui	linear
0412	活动	huodong	linear
0413	里	li	linear
0414	最	zui	linear
0415	普遍	pubian	linear
0416	的	de	linear
0417	用法	yongfa	linear
0418	让	rang	linear
0419	客人	keren	linear
0420	们	men	linear
0421	知道	zhidao	linear
0422	在	zai	linear
0423	聚餐	jucan	linear
0424	时要	shiyao	linear
0425	自行	zixing	linear
0426	携带	xiedai	linear
0427	自己	ziji	linear
0428	的	de	linear
0429	食物	shiwu	linear
0430	词	ci	linear
0431	的	de	linear
0432	起源	qiyuan	linear
0433	这个	zhege	linear
0434	英文	yingwen	linear
0435	缩写	suoxie	linear
0436	字	zi	linear
0437	首次	shouci	linear
0438	用	yong	linear
0439	在	zai	linear
0440	网际网路	wangjiwanglu	linear
0441	线上	xianshang	linear
0442	资料	ziliao	linear
0443	的	de	linear
0444	时间	shijian	linear
0445	大约	dayue	linear
0446	在	zai	linear
0447	年代	niandai	linear
0448	初期	chuqi	linear
0449	主要	zhuyao	linear
0450	的	de	linear
0451	意思	yisi	linear
0452	是	shi	linear
0453	自备	zibei	linear
0454	酒瓶	jiuping	linear
0455	其他	qita	linear
0456	的	de	linear
0457	解释	jieshi	linear
0458	意思	yisi	linear
0459	和	he	linear
0460	用法	yongfa	linear
0461	才	cai	linear
0462	是	shi	linear
0463	后来	houlai	linear
0464	引申	yinshen	linear
0465	出来	chulai	linear
0466	的	de	linear
0467	然而	raner	linear
0468	这个	zhege	linear
0469	英文	yingwen	linear
0470	缩写	suoxie	linear
0471	字	zi	linear
0472	的	de	linear
0473	起源	qiyuan	linear
0474	是	shi	linear
0475	可以	keyi	linear
0476	被	bei	linear
0477	拿到	nadao	linear
0478	交互	jiaohu	linear
0479	讨论	taolun	linear
0480	的	de	linear
0481	最	zui	linear
0482	流行	liuxing	linear
0483	的	de	linear
0484	电视	dianshi	linear
0485	影集	yingji	linear
0486	暂译	zanyi	linear
0487	胡言乱语	huyanluanyu	linear
0488	与	yu	linear
0489	胡扯	huche	linear
0490	听说	tingshuo	linear
0491	这个	zhege	linear
0492	电视节目	dianshijiemu	linear
0493	向	xiang	linear
0494	观众们	guanzhongmen	linear
0495	挑战	tiaozhan	linear
0496	关于	guanyu	linear
0497	它	ta	linear
0498	被	bei	linear
0499	牛津	niujin	linear
0500	英语词典	yingyucidian	linear
0501	官方	guanfang	linear
0502	认定	rending	linear
0503	是	shi	linear
0504	稀有	xiyou	linear
0505	字词	zici	linear
0506	的	de	linear
0507	说法	shuofa	linear
0508	以及	yiji	linear
0509	起源	qiyuan	linear
0510	的	de	linear
0511	日期	riqi	linear
0512	而	er	linear
0513	引起	yinqi	linear
0514	很多	henduo	linear
0515	人	ren	linear
0516	对于	duiyu	linear
0517	这个	zhege	linear
0518	英文	yingwen	linear
0519	缩写	suoxie	linear
0520	字	zi	linear
0521	的	de	linear
0522	讨论	taolun	linear
0523	而	er	linear
0524	对于	duiyu	linear
0525	这个	zhege	linear
0526	英文	yingwen	linear
0527	缩写	suoxie	linear
0528	字	zi	linear
0529	的	de	linear
0530	另	ling	linear
0531	一个	yige	linear
0532	意思	yisi	linear
0533	也	ye	linear
0534	可以	keyi	linear
0535	解释	jieshi	linear
0536	成	cheng	linear
0537	在	zai	linear
0538	第	di	linear
0539	世纪	shiji	linear
0540	初期	chuqi	linear
0541	它	ta	linear
0542	曾	ceng	linear
0543	被	bei	linear
0544	当成	dangcheng	linear
0545	是	shi	linear
0546	社交	shejiao	linear
0547	俚语	liyu	linear
0548	被	bei	linear
0549	用	yong	linear
0550	在	zai	linear
0551	团体	tuanti	linear
0552	的	de	linear
0553	郊外	jiaowai	linear
0554	聚餐	jucan	linear
0555	当时	dangshi	linear
0556	是	shi	linear
0557	解释	jieshi	linear
0558	为	wei	linear
0559	自备	zibei	linear
0560	餐篮	canlan	linear
0561	餐篮	canlan	linear
0562	这个	zhege	linear
0563	字眼	ziyan	linear
0564	除了	chule	linear
0565	包括	baokuo	linear
0566	聚餐	jucan	linear
0567	用	yong	linear
0568	的	de	linear
0569	食物	shiwu	linear
0570	之外	zhiwai	linear
0571	当然	dangran	linear
0572	也	ye	linear
0573	被	bei	linear
0574	认为	renwei	linear
0575	是	shi	linear
0576	包括	baokuo	linear
0577	酒精	jiujing	linear
0578	饮料	yinliao	linear
0579	一般	yiban	linear
0580	相信	xiangxin	linear
0581	这个	zhege	linear
0582	说法	shuofa	linear
0583	并	bing	linear
0584	不是	bushi	linear
0585	它	ta	linear
0586	出名	chuming	linear
0587	的	de	linear
0588	主要	zhuyao	linear
0589	原因	yuanyin	linear
0590	现代	xiandai	linear
0591	醉汉	zuihan	linear
0592	杂志	zazhi	linear
0593	网站	wangzhan	linear
0594	倾向	qingxiang	linear
0595	支持	zhichi	linear
0596	这类	zhelei	linear
0597	的	de	linear
0598	说法	shuofa	linear
0599	大多数	daduoshu	linear
0600	人	ren	linear
0601	普遍认为	pubianrenwei	linear
0602	这个	zhege	linear
0603	英文	yingwen	linear
0604	缩写	suoxie	linear
0605	字	zi	linear
0606	它	ta	linear
0607	最初	zuichu	linear
0608	应该	yinggai	linear
0609	出自	chuzi	linear
0610	年代	niandai	linear
0611	酒鬼	jiugui	linear
0612	和	he	linear
0613	醉汉	zuihan	linear
0614	的	de	linear
0615	口中	kouzhong	linear
0616	这个	zhege	linear
0617	说法	shuofa	linear
0618	是	shi	linear
0619	对于	duiyu	linear
0620	这个	zhege	linear
0621	缩写	suoxie	linear
0622	字	zi	linear
0623	的	de	linear
0624	另	ling	linear
0625	一个	yige	linear
0626	解释	jieshi	linear
0627	版本	banben	linear
0628	但是	danshi	linear
0629	它	ta	linear
0630	的	de	linear
0631	起源	qiyuan	linear
0632	到	dao	linear
0633	目前为止	muqianweizhi	linear
0634	仍然	rengran	linear
0635	被	bei	linear
0636	英	ying	linear
0636	美	mei	linear
0636	两	liang	linear
0636	国	guo	linear
0637	人士	renshi	linear
0638	相互	xianghu	linear
0639	争论	zhenglun	linear
0640	参考文献	cankaowenxian	linear
0641	外部	waibu	linear
0642	连结	lianjie	linear
0643	英文	yingwen	linear
0644	这是	zheshi	linear
0645	一个	yige	linear
0646	可	ke	linear
0647	搜寻	souxun	linear
0648	餐厅	canting	linear
0649	的	de	linear
0650	查寻	chaxun	linear
0651	系统	xitong	linear
0652	英文	yingwen	linear
0653	页面	yemian	linear
0654	存档	cundang	linear
0655	备份	beifen	linear
0656	存于	cunyu	linear
0657	互联网	hulianwang	linear
0658	档案馆	danganguan	linear
0659	加州	jiazhou	linear
0660	橘郡	jujun	linear
0661	餐厅	canting	linear
0662	的	de	linear
0663	小费	xiaofei	linear
0664	列表	liebiao	linear
0665	英文	yingwen	linear
0666	现代	xiandai	linear
0667	醉汉	zuihan	linear
0668	杂志	zazhi	linear
0669	喝酒	hejiu	linear
0670	时	shi	linear
0671	使用	shiyong	linear
0672	相关	xiangguan	linear
0673	文句	wenju	linear
0674	的	de	linear
0675	历史	lishi	linear
0676	与	yu	linear
0677	起源	qiyuan	linear
0678	英文	yingwen	linear
0679	页面	yemian	linear
0680	存档	cundang	linear
0681	备份	beifen	linear
0682	存于	cunyu	linear
0683	互联网	hulianwang	linear
0684	档案馆	danganguan	linear
0685	在	zai	linear
0686	牛津	niujin	linear
0687	英语词典	yingyucidian	linear
0688	线上	xianshang	linear
0689	查寻	chaxun	linear
0690	系统	xitong	linear
0691	查寻	chaxun	linear
0692	电视	dianshi	linear
0693	影集	yingji	linear
0694	使用	shiyong	linear
0695	的	de	linear
0696	特定	teding	linear
0697	英文	yingwen	linear
0698	字汇	zihui	linear
0699	英文	yingwen	linear
0700	页面	yemian	linear
0701	存档	cundang	linear
0702	备份	beifen	linear
0703	存于	cunyu	linear
0704	互联网	hulianwang	linear
0705	档案馆	danganguan	linear
0706	一个	yige	linear
0707	请	qing	linear
0708	自备	zibei	linear
0709	环保	huanbao	linear
0710	袋	dai	linear
0711	的	de	linear
0712	商业网站	shangyewangzhan	linear
0713	英文	yingwen	linear
0714	页面	yemian	linear
0715	存档	cundang	linear
0716	备份	beifen	linear
0717	存于	cunyu	linear
0718	互联网	hulianwang	linear
0719	档案馆	danganguan	linear
0720	一个	yige	linear
0721	在	zai	linear
0722	加拿大	jianada	linear
0723	专门	zhuanmen	linear
0724	设计	sheji	linear
0725	请	qing	linear
0726	自备	zibei	linear
0727	环保	huanbao	linear
0728	袋	dai	linear
0729	的	de	linear
0730	商业网站	shangyewangzhan	linear
