# B051 — 氪星晚报 小米人事+松下AI (科技数码/晚报)
# Persons skipped: 王晓雁4x 陈幕楠3x 樊家麟 夏志国 张健 陈恺 斯科特 贝森特3x

0001	氪星	kexing	linear
0195	业绩	yeji	linear
0196	变动	biandong	linear
0197	主要	zhuyao	linear
0198	系	xi	linear
0199	公司	gongsi	linear
0200	双主业	shuangzhuye	linear
0201	生产基地	shengchanjidi	linear
0202	保持	baochi	linear
0203	稳定	wending	linear
0204	生产	shengchan	linear
0205	产销量	chanxiaoliang	linear
0206	稳定	wending	linear
0207	且	qie	linear
0208	氯化钾	lvhuajia	linear
0209	溴化钠	xiuhuana	linear
0210	等	deng	linear
0211	产品	chanpin	linear
0212	市场	shichang	linear
0213	销售	xiaoshou	linear
0214	价格	jiage	linear
0215	均价	junjia	linear
0216	同比	tongbi	linear
0217	提升	tisheng	linear
0218	盈利	yingli	linear
0219	能力	nengli	linear
0220	增强	zengqiang	linear
0221	金力永磁	jinliyongci	linear
0222	预计	yuji	linear
0223	年	nian	linear
0224	半年度	banniandu	linear
0225	净利润	jinglirun	linear
0226	同比	tongbi	linear
0227	增长	zengzhang	linear
0228	氪	ke	linear
0229	获悉	huoxi	linear
0230	金力永磁	jinliyongci	linear
0231	公告	gonggao	linear
0232	预计	yuji	linear
0233	年	nian	linear
0234	半年度	banniandu	linear
0235	归属于	guishuyu	linear
0236	上市公司	shangshigongsi	linear
0237	股东	gudong	linear
0238	的	de	linear
0239	净利润	jinglirun	linear
0240	为	wei	linear
0241	亿元	yiyuan	linear
0242	亿元	yiyuan	linear
0243	同比	tongbi	linear
0244	增长	zengzhang	linear
0245	业绩	yeji	linear
0246	变动	biandong	linear
0247	主要	zhuyao	linear
0248	系	xi	linear
0249	公司	gongsi	linear
0250	巩固	gonggu	linear
0251	新能源	xinnengyuan	linear
0252	及	ji	linear
0253	节能环保	jienenghuanbao	linear
0254	领域	lingyu	linear
0255	优势	youshi	linear
0256	积极	jiji	linear
0257	开拓	kaituo	linear
0258	新兴市场	xinxingshichang	linear
0259	营业收入	yingyeshouru	linear
0260	预计	yuji	linear
0261	同比	tongbi	linear
0262	增长	zengzhang	linear
0263	约	yue	linear
0264	其中	qizhong	linear
0265	机器人	jiqiren	linear
0266	及	ji	linear
0267	工业	gongye	linear
0268	伺服电机	sifudianji	linear
0269	领域	lingyu	linear
0270	收入	shouru	linear
0271	同比	tongbi	linear
0272	增长	zengzhang	linear
0273	约	yue	linear
0274	小米	xiaomi	linear
0275	人事	renshi	linear
0276	调整	tiaozheng	linear
0277	中国区	zhongguoqu	linear
0278	总裁	zongcai	linear
0279	不再	buzai	linear
0280	兼任	jianren	linear
0281	销售	xiaoshou	linear
0282	运营	yunying	linear
0283	一部	yibu	linear
0284	总经理	zongjingli	linear
0285	接任	jieren	linear
0286	小米	xiaomi	linear
0287	中国区	zhongguoqu	linear
0288	近日	jinri	linear
0289	迎来	yinglai	linear
0290	人事	renshi	linear
0291	调整	tiaozheng	linear
0292	涉及	sheji	linear
0293	汽车	qiche	linear
0294	销交服部	xiaojiaofubu	linear
0295	销售	xiaoshou	linear
0296	运营	yunying	linear
0297	一部	yibu	linear
0298	电商部	dianshangbu	linear
0299	新零售部	xinlingshoubu	linear
0300	等	deng	linear
0301	多个	duoge	linear
0302	部门	bumen	linear
0303	其中	qizhong	linear
0304	任命	renming	linear
0305	担任	danren	linear
0306	汽车	qiche	linear
0307	销交服部	xiaojiaofubu	linear
0308	下辖	xiaxia	linear
0309	的	de	linear
0310	销售	xiaoshou	linear
0311	运营部	yunyingbu	linear
0312	代理	daili	linear
0313	总经理	zongjingli	linear
0314	向	xiang	linear
0315	汽车	qiche	linear
0316	销交服部	xiaojiaofubu	linear
0317	总经理	zongjingli	linear
0318	汇报	huibao	linear
0319	任命	renming	linear
0320	担任	danren	linear
0321	销售	xiaoshou	linear
0322	运营	yunying	linear
0323	一部	yibu	linear
0324	总经理	zongjingli	linear
0325	向	xiang	linear
0326	集团	jituan	linear
0327	高级	gaoji	linear
0328	副总裁	fuzongcai	linear
0329	中国区	zhongguoqu	linear
0330	总裁	zongcai	linear
0331	汇报	huibao	linear
0332	任命	renming	linear
0333	新零售部	xinlingshoubu	linear
0334	总经理	zongjingli	linear
0335	兼任	jianren	linear
0336	小米之家	xiaomizhijia	linear
0337	总经理	zongjingli	linear
0338	原	yuan	linear
0339	小米之家	xiaomizhijia	linear
0340	总经理	zongjingli	linear
0341	则	ze	linear
0342	担任	danren	linear
0343	电商部	dianshangbu	linear
0344	总经理	zongjingli	linear
0345	向	xiang	linear
0346	集团	jituan	linear
0347	高级	gaoji	linear
0348	副总裁	fuzongcai	linear
0349	中国区	zhongguoqu	linear
0350	总裁	zongcai	linear
0351	汇报	huibao	linear
0352	新浪科技	xinlangkeji	linear
0353	甜啦啦	tianlala	linear
0354	海外	haiwai	linear
0355	新增	xinzeng	linear
0356	门店	mendian	linear
0357	家	jia	linear
0358	氪	ke	linear
0359	获悉	huoxi	linear
0360	今年	jinnian	linear
0361	月	yue	linear
0362	甜啦啦	tianlala	linear
0363	海外	haiwai	linear
0364	新增	xinzeng	linear
0365	门店	mendian	linear
0366	家	jia	linear
0367	其中	qizhong	linear
0368	印度尼西亚	yindunixiya	linear
0369	单国	danguo	linear
0370	开出	kaichu	linear
0371	家	jia	linear
0372	柬埔寨	jianpuzhai	linear
0373	新增	xinzeng	linear
0374	家	jia	linear
0375	并	bing	linear
0376	首次	shouci	linear
0377	进军	jinjun	linear
0378	沙特阿拉伯	shatealabo	linear
0379	首店	shoudian	linear
0380	落户	luohu	linear
0381	利雅得	liyade	linear
0382	截至	jiezhi	linear
0383	月初	yuechu	linear
0384	甜啦啦	tianlala	linear
0385	海外	haiwai	linear
0386	已	yi	linear
0387	累计	leiji	linear
0388	签约	qianyue	linear
0389	门店	mendian	linear
0390	超过	chaoguo	linear
0391	家	jia	linear
0392	其中	qizhong	linear
0393	在营	zaiying	linear
0394	门店	mendian	linear
0395	超	chao	linear
0396	家	jia	linear
0397	松下	songxia	linear
0398	计划	jihua	linear
0399	进一步	jinyibu	linear
0400	拓展	tuozhan	linear
0401	人工智能	rengongzhineng	linear
0402	业务	yewu	linear
0403	在	zai	linear
0404	未来	weilai	linear
0405	两个	liange	linear
0406	财年	cainian	linear
0407	投资	touzi	linear
0408	约	yue	linear
0409	亿	yi	linear
0410	日元	riyuan	linear
0411	报道	baodao	linear
0412	称	cheng	linear
0413	作为	zuowei	linear
0414	曾经	cengjing	linear
0415	的	de	linear
0416	全球	quanqiu	linear
0417	消费电子	xiaofeidianzi	linear
0418	龙头	longtou	linear
0419	松下	songxia	linear
0420	近年来	jinnianlai	linear
0421	逐渐	zhujian	linear
0422	降低	jiangdi	linear
0423	对	dui	linear
0424	家电	jiadian	linear
0425	业务	yewu	linear
0426	的	de	linear
0427	依赖	yilai	linear
0428	并	bing	linear
0429	成为	chengwei	linear
0430	特斯拉	tesila	linear
0431	的	de	linear
0432	重要	zhongyao	linear
0433	电池	dianchi	linear
0434	供货商	gonghuoshang	linear
0435	松下	songxia	linear
0436	计划	jihua	linear
0437	借助	jiezhu	linear
0438	与	yu	linear
0439	行业	hangye	linear
0440	主要	zhuyao	linear
0441	企业	qiye	linear
0442	的	de	linear
0443	合作	hezuo	linear
0444	力争	lizheng	linear
0445	在	zai	linear
0446	未来	weilai	linear
0447	三年	sannian	linear
0448	实现	shixian	linear
0449	约	yue	linear
0450	万亿	wanyi	linear
0451	日元	riyuan	linear
0452	的	de	linear
0453	基础设施	jichusheshi	linear
0454	相关	xiangguan	linear
0455	业务	yewu	linear
0456	销售额	xiaoshoue	linear
0457	并	bing	linear
0458	在	zai	linear
0459	近日	jinri	linear
0460	宣布	xuanbu	linear
0461	将	jiang	linear
0462	在	zai	linear
0463	未来	weilai	linear
0464	两个	liange	linear
0465	财年	cainian	linear
0466	投资	touzi	linear
0467	约	yue	linear
0468	亿	yi	linear
0469	日元	riyuan	linear
0470	用于	yongyu	linear
0471	该	gai	linear
0472	业务	yewu	linear
0473	该	gai	linear
0474	公司	gongsi	linear
0475	还	hai	linear
0476	将	jiang	linear
0477	裁员	caiyuan	linear
0478	规模	guimo	linear
0479	从	cong	linear
0480	此前	ciqian	linear
0481	公布	gongbu	linear
0482	的	de	linear
0483	万人	wanren	linear
0484	扩大	kuoda	linear
0485	至	zhi	linear
0486	万人	wanren	linear
0487	预计	yuji	linear
0488	到	dao	linear
0489	财年	cainian	linear
0490	将	jiang	linear
0491	节省	jiesheng	linear
0492	亿	yi	linear
0493	日元	riyuan	linear
0494	新浪财经	xinlangcaijing	linear
0495	上汽集团	shangqijituan	linear
0496	月	yue	linear
0497	整车	zhengche	linear
0498	销量	xiaoliang	linear
0499	万辆	wanliang	linear
0500	同比	tongbi	linear
0501	增长	zengzhang	linear
0502	氪	ke	linear
0503	获悉	huoxi	linear
0504	上汽集团	shangqijituan	linear
0505	月	yue	linear
0506	日	ri	linear
0507	公告	gonggao	linear
0508	年	nian	linear
0509	月份	yuefen	linear
0510	整车	zhengche	linear
0511	销量	xiaoliang	linear
0512	为	wei	linear
0513	万辆	wanliang	linear
0514	同比	tongbi	linear
0515	增长	zengzhang	linear
0516	年	nian	linear
0517	月	yue	linear
0518	公司	gongsi	linear
0519	累计	leiji	linear
0520	销量	xiaoliang	linear
0521	为	wei	linear
0522	万辆	wanliang	linear
0523	同比	tongbi	linear
0524	下降	xiajiang	linear
0525	投融资	tourongzi	linear
0526	完成	wancheng	linear
0527	数百万元	shubaiwanyuan	linear
0528	天使轮	tianshilun	linear
0529	融资	rongzi	linear
0530	氪	ke	linear
0531	获悉	huoxi	linear
0532	创业公司	chuangyegongsi	linear
0533	已	yi	linear
0534	完成	wancheng	linear
0535	数百万元	shubaiwanyuan	linear
0536	天使轮	tianshilun	linear
0537	融资	rongzi	linear
0538	由	you	linear
0539	港股	gangu	linear
0540	上市公司	shangshigongsi	linear
0541	赤子城科技	chizichengkeji	linear
0542	独家	dujia	linear
0543	投资	touzi	linear
0544	目前	muqian	linear
0545	由	you	linear
0546	开发	kaifa	linear
0547	的	de	linear
0548	互动	hudong	linear
0549	叙事	xushi	linear
0550	应用	yingyong	linear
0551	已	yi	linear
0552	进入	jinru	linear
0553	邀请制	yaoqingzhi	linear
0554	测试	ceshi	linear
0555	阶段	jieduan	linear
0556	求之科技	qiuzhikeji	linear
0557	完成	wancheng	linear
0558	超	chao	linear
0559	亿美元	yimeiyuan	linear
0560	首轮	shoulun	linear
0561	融资	rongzi	linear
0562	氪	ke	linear
0563	获悉	huoxi	linear
0564	近日	jinri	linear
0565	求之科技	qiuzhikeji	linear
0566	宣布	xuanbu	linear
0567	完成	wancheng	linear
0568	超	chao	linear
0569	亿美元	yimeiyuan	linear
0570	首轮	shoulun	linear
0571	融资	rongzi	linear
0572	创下	chuangxia	linear
0573	消费级	xiaofeiji	linear
0574	具身	jushen	linear
0575	机器人	jiqiren	linear
0576	赛道	saidao	linear
0577	单笔	danbi	linear
0578	天使轮	tianshilun	linear
0579	融资	rongzi	linear
0580	最高	zuigao	linear
0581	纪录	jilu	linear
0582	君联资本	junlianziben	linear
0583	信产投资	xinchantouzi	linear
0584	联想创投	lianxiangchuangtou	linear
0585	沄柏资本	yunboziben	linear
0586	普华资本	puhuaziben	linear
0587	临港科创投	lingangkechuangtou	linear
0588	琥珀资本	hupoziben	linear
0589	庚辛资本	gengxinziben	linear
0590	等	deng	linear
0591	多家	duojia	linear
0592	机构	jigou	linear
0593	联合	lianhe	linear
0594	参投	cantou	linear
0595	新产品	xinchanpin	linear
0596	谷歌	guge	linear
0597	发布	fabu	linear
0598	全新	quanxin	linear
0599	创作	chuangzuo	linear
0600	工具	gongju	linear
0601	加速	jiasu	linear
0602	多模态	duomotai	linear
0603	内容	neirong	linear
0604	生成	shengcheng	linear
0605	谷歌	guge	linear
0606	在	zai	linear
0607	近期	jinqi	linear
0608	举行	juxing	linear
0609	的	de	linear
0610	开发者	kaifazhe	linear
0611	大会	dahui	linear
0612	上	shang	linear
0613	宣布	xuanbu	linear
0614	了	le	linear
0615	一系列	yixilie	linear
0616	面向	mianxiang	linear
0617	开发者	kaifazhe	linear
0618	的	de	linear
0619	创作	chuangzuo	linear
0620	工具	gongju	linear
0621	升级	shengji	linear
0622	旨在	zhizai	linear
0623	通过	tongguo	linear
0624	最新	zuixin	linear
0625	的	de	linear
0626	模型	moxing	linear
0627	家族	jiazu	linear
0628	降低	jiangdi	linear
0629	多媒体	duomeiti	linear
0630	内容	neirong	linear
0631	的	de	linear
0632	生成	shengcheng	linear
0633	门槛	menkan	linear
0634	并	bing	linear
0635	提升	tisheng	linear
0636	效率	xiaolv	linear
0637	在	zai	linear
0638	视频	shipin	linear
0639	和	he	linear
0640	多模态	duomotai	linear
0641	创作	chuangzuo	linear
0642	领域	lingyu	linear
0643	谷歌	guge	linear
0644	发布	fabu	linear
0645	了	le	linear
0646	全新	quanxin	linear
0647	的	de	linear
0648	模型	moxing	linear
0649	该	gai	linear
0650	模型	moxing	linear
0651	能够	nenggou	linear
0652	理解	lijie	linear
0653	并	bing	linear
0654	处理	chuli	linear
0655	文本	wenben	linear
0656	图像	tuxiang	linear
0657	音频	yinpin	linear
0658	和	he	linear
0659	视频	shipin	linear
0660	输入	shuru	linear
0661	并	bing	linear
0662	生成	shengcheng	linear
0663	连贯	lianguan	linear
0664	的	de	linear
0665	视频	shipin	linear
0666	内容	neirong	linear
0667	其	qi	linear
0668	最	zui	linear
0669	突出	tuchu	linear
0670	的	de	linear
0671	特点	tedian	linear
0672	是	shi	linear
0673	支持	zhichi	linear
0674	对话式	duihuashi	linear
0675	编辑	bianji	linear
0676	用户	yonghu	linear
0677	只	zhi	linear
0678	需	xu	linear
0679	用	yong	linear
0680	自然语言	ziranyuyan	linear
0681	描述	miaoshu	linear
0682	修改	xiugai	linear
0683	需求	xuqiu	linear
0684	如	ru	linear
0685	更换	genghuan	linear
0686	角色	juese	linear
0687	调整	tiaozheng	linear
0688	光线	guangxian	linear
0689	或	huo	linear
0690	改变	gaibian	linear
0691	场景	changjing	linear
0692	模型	moxing	linear
0693	便	bian	linear
0694	能	neng	linear
0695	自动	zidong	linear
0696	完成	wancheng	linear
0697	编辑	bianji	linear
0698	新浪财经	xinlangcaijing	linear
0699	今日	jinri	linear
0700	观点	guandian	linear
0701	美国	meiguo	linear
0702	财长	caizhang	linear
0703	如果	ruguo	linear
0704	月	yue	linear
0705	就业	jiuye	linear
0706	数据	shuju	linear
0707	非常	feichang	linear
0708	强劲	qiangjing	linear
0709	他	ta	linear
0710	不会	buhui	linear
0711	感到	gandao	linear
0712	意外	yiwai	linear
0713	月	yue	linear
0714	日	ri	linear
0715	美国	meiguo	linear
0716	财政部长	caizhengbuzhang	linear
0717	表示	biaoshi	linear
0718	如果	ruguo	linear
0719	周四	zhousi	linear
0720	的	de	linear
0721	就业	jiuye	linear
0722	数据	shuju	linear
0723	非常	feichang	linear
0724	强劲	qiangjing	linear
0725	他	ta	linear
0726	不会	buhui	linear
0727	感到	gandao	linear
0728	意外	yiwai	linear
0729	更	geng	linear
0730	重要	zhongyao	linear
0731	的	de	linear
0732	是	shi	linear
0733	我	wo	linear
0734	认为	renwei	linear
0735	我们	women	linear
0736	不会	buhui	linear
0737	看到	kandao	linear
0738	过去	guoqu	linear
0739	两年	liangnian	linear
0740	出现	chuxian	linear
0741	的	de	linear
0742	那种	nazhong	linear
0743	大幅	dafu	linear
0744	修正	xiuzheng	linear
0745	表示	biaoshi	linear
0746	界面	jiemian	linear
0747	其他	qita	linear
0748	值得	zhide	linear
0749	关注	guanzhu	linear
0750	的	de	linear
0751	新闻	xinwen	linear
0752	太阳能	taiyangneng	linear
0753	反应器	fanyingqi	linear
0754	在	zai	linear
0755	户外	huwai	linear
0756	将	jiang	linear
0757	废塑料	feisuliao	linear
0758	转化	zhuanhua	linear
0759	为	wei	linear
0760	燃料	ranliao	linear
0761	在	zai	linear
0762	一项	yixiang	linear
0763	最新	zuixin	linear
0764	研究	yanjiu	linear
0765	中	zhong	linear
0766	英国	yingguo	linear
0767	剑桥大学	jianqiaodaxue	linear
0768	科学家	kexuejia	linear
0769	在	zai	linear
0770	户外	huwai	linear
0771	真实	zhenshi	linear
0772	环境	huanjing	linear
0773	中	zhong	linear
0774	展示	zhanshi	linear
0775	了	le	linear
0776	如何	ruhe	linear
0777	利用	liyong	linear
0778	太阳能	taiyangneng	linear
0779	将	jiang	linear
0780	塑料	suliao	linear
0781	废物	feiwu	linear
0782	转化	zhuanhua	linear
0783	为	wei	linear
0784	清洁	qingjie	linear
0785	的	de	linear
0786	氢燃料	qingranliao	linear
0787	相关	xiangguan	linear
0788	论文	lunwen	linear
0789	发表	fabiao	linear
0790	于	yu	linear
0791	最新	zuixin	linear
0792	一期	yiqi	linear
0793	自然	ziran	linear
0794	化学工程	huaxuegongcheng	linear
0795	杂志	zazhi	linear
0796	团队	tuandui	linear
0797	此前	ciqian	linear
0798	已	yi	linear
0799	证明	zhengming	linear
0800	他们	tamen	linear
0801	开发	kaifa	linear
0802	的	de	linear
0803	太阳能	taiyangneng	linear
0804	反应器	fanyingqi	linear
0805	可	ke	linear
0806	将	jiang	linear
0807	塑料	suliao	linear
0808	废物	feiwu	linear
0809	转化	zhuanhua	linear
0810	为	wei	linear
0811	清洁	qingjie	linear
0812	氢气	qingqi	linear
0813	和	he	linear
0814	高价值	gaojiazhi	linear
0815	工业	gongye	linear
0816	化学品	huaxuepin	linear
0817	但	dan	linear
0818	该	gai	linear
0819	技术	jishu	linear
0820	一直	yizhi	linear
0821	囿于	youyu	linear
0822	实验室	shiyanshi	linear
0823	规模	guimo	linear
0824	如今	rujin	linear
0825	他们	tamen	linear
0826	首次	shouci	linear
0827	在	zai	linear
0828	户外	huwai	linear
0829	真实	zhenshi	linear
0830	环境	huanjing	linear
0831	中	zhong	linear
0832	展示	zhanshi	linear
0833	了	le	linear
0834	这一	zheyi	linear
0835	技术	jishu	linear
0836	为	wei	linear
0837	商业化	shangyehua	linear
0838	之路	zhilu	linear
0839	奠定	dianding	linear
0840	了	le	linear
0841	坚实	jianshi	linear
0842	基础	jichu	linear
0843	科技日报	kejiribao	linear
