# K160 — 城巴789线
# persons: 

0001	城巴线	chengbaxian	linear
0165	不	bu	linear
0166	停靠	tingkao	linear
0167	富景	fujing	linear
0168	花园	huayuan	linear
0169	分站	fenzhan	linear
0170	的	de	linear
0171	时段	shiduan	linear
0172	增设	zengshe	linear
0173	实时	shishi	linear
0174	抵站	dizhan	linear
0175	时间	shijian	linear
0176	查询	chaxun	linear
0177	服务	fuwu	linear
0178	星期一	xingqiyi	linear
0179	至	zhi	linear
0180	六	liu	linear
0181	不	bu	linear
0182	停靠	tingkao	linear
0183	富景	fujing	linear
0184	花园	huayuan	linear
0185	分站	fenzhan	linear
0186	的	de	linear
0187	时段	shiduan	linear
0188	缩短	suoduan	linear
0189	至	zhi	linear
0190	结束	jieshu	linear
0191	服务	fuwu	linear
0192	时间	shijian	linear
0193	及	ji	linear
0194	班次	banci	linear
0195	注	zhu	linear
0196	星期一	xingqiyi	linear
0197	至	zhi	linear
0198	六	liu	linear
0199	小西	xiaoxi	linear
0200	湾	wan	linear
0201	始发	shifa	linear
0202	的	de	linear
0203	前	qian	linear
0204	三个	sange	linear
0205	时间段	shijianduan	linear
0206	存在	cunzai	linear
0207	跳站	tiaozhan	linear
0208	安排	anpai	linear
0209	第一	diyi	linear
0210	第二个	dierge	linear
0211	时间段	shijianduan	linear
0212	始发	shifa	linear
0213	的	de	linear
0214	班次	banci	linear
0215	不停	buting	linear
0216	富景	fujing	linear
0217	花园	huayuan	linear
0218	第二	dier	linear
0219	第三个	disange	linear
0220	时间段	shijianduan	linear
0221	不停	buting	linear
0222	晓翠街	xiaocuijie	linear
0223	收费	shoufei	linear
0224	全程	quancheng	linear
0225	国际	guoji	linear
0226	调解	tiaojie	linear
0227	院往	yuanwang	linear
0228	金钟	jinzhong	linear
0229	乐礼街	lelijie	linear
0230	谭臣	tanchen	linear
0231	道	dao	linear
0232	往	wang	linear
0233	小西	xiaoxi	linear
0234	湾	wan	linear
0235	蓝湾	lanwan	linear
0236	半岛	bandao	linear
0237	张	zhang	linear
0238	振兴	zhenxing	linear
0239	伉俪	kangli	linear
0240	书院	shuyuan	linear
0241	往	wang	linear
0242	小西	xiaoxi	linear
0243	湾	wan	linear
0244	蓝湾	lanwan	linear
0245	半岛	bandao	linear
0246	八达通	badatong	linear
0247	转乘	zhuancheng	linear
0248	优惠	youhui	linear
0249	乘客	chengke	linear
0250	登上	dengshang	linear
0251	本线	benxian	linear
0252	后	hou	linear
0253	分钟	fenzhong	linear
0254	内以	neiyi	linear
0255	同	tong	linear
0256	一张	yizhang	linear
0257	八达通	badatong	linear
0258	卡	ka	linear
0259	转乘	zhuancheng	linear
0260	以下	yixia	linear
0261	路线	luxian	linear
0262	或	huo	linear
0263	从	cong	linear
0264	以下	yixia	linear
0265	路线	luxian	linear
0266	登车	dengche	linear
0267	后	hou	linear
0268	分钟	fenzhong	linear
0269	内以	neiyi	linear
0270	同	tong	linear
0271	一张	yizhang	linear
0272	八达通	badatong	linear
0273	卡	ka	linear
0274	转乘	zhuancheng	linear
0275	本	ben	linear
0276	线	xian	linear
0277	次程	cicheng	linear
0278	可	ke	linear
0279	获	huo	linear
0280	车资	chezi	linear
0281	折扣	zhekou	linear
0282	优惠	youhui	linear
0283	往	wang	linear
0284	中环	zhonghuan	linear
0285	往	wang	linear
0286	金钟	jinzhong	linear
0287	次程	cicheng	linear
0288	车资	chezi	linear
0289	全免	quanmian	linear
0290	于	yu	linear
0291	国际	guoji	linear
0292	调解	tiaojie	linear
0293	院	yuan	linear
0294	或	huo	linear
0295	分域	fenyu	linear
0296	街	jie	linear
0297	站	zhan	linear
0298	转乘	zhuancheng	linear
0299	次程	cicheng	linear
0300	车资	chezi	linear
0301	全免	quanmian	linear
0302	往	wang	linear
0303	金钟	jinzhong	linear
0304	往	wang	linear
0305	中环	zhonghuan	linear
0306	码头	matou	linear
0307	往	wang	linear
0308	柴湾	chaiwan	linear
0309	东	dong	linear
0310	往	wang	linear
0310	蓝湾	lanwan	linear
0311	半岛	bandao	linear
0312	祇	qi	linear
0313	适用	shiyong	linear
0314	于	yu	linear
0315	缴付	jiaofu	linear
0316	全程	quancheng	linear
0317	车费	chefei	linear
0318	的	de	linear
0319	乘客	chengke	linear
0320	往	wang	linear
0321	金钟	jinzhong	linear
0322	往	wang	linear
0323	山顶	shanding	linear
0324	回赠	huizeng	linear
0325	首程	shoucheng	linear
0326	车资	chezi	linear
0327	往	wang	linear
0328	中环	zhonghuan	linear
0329	往	wang	linear
0329	蓝湾	lanwan	linear
0330	半岛	bandao	linear
0331	次程	cicheng	linear
0332	车资	chezi	linear
0333	全免	quanmian	linear
0334	次程	cicheng	linear
0335	可	ke	linear
0336	获	huo	linear
0337	折扣	zhekou	linear
0338	优惠	youhui	linear
0339	往	wang	linear
0340	金钟	jinzhong	linear
0341	往	wang	linear
0342	荃湾	quanwan	linear
0343	往	wang	linear
0344	湾仔	wanzai	linear
0345	北	bei	linear
0346	往	wang	linear
0346	蓝湾	lanwan	linear
0347	半岛	bandao	linear
0348	使用	shiyong	linear
0349	车辆	cheliang	linear
0350	本	ben	linear
0351	线	xian	linear
0352	主要	zhuyao	linear
0353	用车	yongche	linear
0354	为	wei	linear
0355	亚历山大	yalishanda	linear
0356	丹尼	danni	linear
0357	士	shi	linear
0358	斯堪尼亚	sikanniya	linear
0359	亦	yi	linear
0360	不时	bushi	linear
0361	行走	xingzou	linear
0362	本	ben	linear
0363	线	xian	linear
0364	行车	xingche	linear
0365	路线	luxian	linear
0366	小西	xiaoxi	linear
0367	湾	wan	linear
0368	蓝湾	lanwan	linear
0369	半岛	bandao	linear
0370	开	kai	linear
0370	经	jing	linear
0371	富欣道	fuxindao	linear
0372	小西	xiaoxi	linear
0373	湾	wan	linear
0374	道	dao	linear
0375	小西	xiaoxi	linear
0376	湾	wan	linear
0377	邨	cun	linear
0378	巴士	bashi	linear
0379	总站	zongzhan	linear
0380	小西	xiaoxi	linear
0381	湾	wan	linear
0382	道	dao	linear
0383	柴湾	chaiwan	linear
0384	道	dao	linear
0385	永泰	yongtai	linear
0386	道	dao	linear
0387	天桥	tianqiao	linear
0388	永泰	yongtai	linear
0389	道	dao	linear
0390	东区	dongqu	linear
0391	走廊	zoulang	linear
0392	维园	weiyuan	linear
0393	道	dao	linear
0394	告士	gaoshi	linear
0395	打道	dadao	linear
0396	夏悫	xiaque	linear
0397	道	dao	linear
0398	及	ji	linear
0398	乐礼	leli	linear
0399	街	jie	linear
0400	逢	feng	linear
0401	星期一	xingqiyi	linear
0402	至	zhi	linear
0403	六	liu	linear
0404	公众	gongzhong	linear
0405	假期	jiaqi	linear
0406	除外	chuwai	linear
0407	前	qian	linear
0408	开出	kaichu	linear
0409	的	de	linear
0410	班次	banci	linear
0411	改	gai	linear
0411	经	jing	linear
0411	富	fu	linear
0412	欣道	xindao	linear
0413	前往	qianwang	linear
0414	小西	xiaoxi	linear
0415	湾	wan	linear
0416	道	dao	linear
0417	金钟	jinzhong	linear
0418	乐礼街	lelijie	linear
0419	开	kai	linear
0419	经	jing	linear
0420	乐礼街	lelijie	linear
0421	金钟	jinzhong	linear
0422	道	dao	linear
0423	轩尼诗	xuannishi	linear
0424	道	dao	linear
0425	菲林	feilin	linear
0426	明	ming	linear
0427	道	dao	linear
0428	湾仔	wanzai	linear
0429	道	dao	linear
0430	摩利	moli	linear
0431	臣	chen	linear
0432	山道	shandao	linear
0433	礼顿	lidun	linear
0434	道	dao	linear
0435	坚拿道	jiannadao	linear
0436	西	xi	linear
0437	坚拿道	jiannadao	linear
0438	天桥	tianqiao	linear
0439	告士	gaoshi	linear
0440	打道	dadao	linear
0441	维园	weiyuan	linear
0442	道	dao	linear
0443	东区	dongqu	linear
0444	走廊	zoulang	linear
0445	柴湾	chaiwan	linear
0446	道	dao	linear
0447	及	ji	linear
0448	小西	xiaoxi	linear
0449	湾	wan	linear
0450	道	dao	linear
0451	沿线	yanxian	linear
0452	车站	chezhan	linear
0453	注	zhu	linear
0454	逢	feng	linear
0455	星期一	xingqiyi	linear
0456	至	zhi	linear
0457	六	liu	linear
0458	公众	gongzhong	linear
0459	假期	jiaqi	linear
0460	除外	chuwai	linear
0461	前	qian	linear
0462	开出	kaichu	linear
0463	的	de	linear
0464	班次	banci	linear
0465	不停	buting	linear
0466	有	you	linear
0467	号	hao	linear
0468	之	zhi	linear
0469	车站	chezhan	linear
0470	逢	feng	linear
0471	星期一	xingqiyi	linear
0472	至	zhi	linear
0473	六	liu	linear
0474	公众	gongzhong	linear
0475	假期	jiaqi	linear
0476	除外	chuwai	linear
0477	前	qian	linear
0478	开出	kaichu	linear
0479	的	de	linear
0480	班次	banci	linear
0481	不停	buting	linear
0482	有	you	linear
0483	号	hao	linear
0484	之	zhi	linear
0485	车站	chezhan	linear
0486	客量	keliang	linear
0487	此	ci	linear
0488	路线	luxian	linear
0489	定线	dingxian	linear
0490	直接	zhijie	linear
0491	不	bu	linear
0492	经	jing	linear
0493	柴湾	chaiwan	linear
0494	斜	xie	linear
0495	加上	jiashang	linear
0496	没有	meiyou	linear
0497	港铁	gangtie	linear
0498	服务	fuwu	linear
0499	的	de	linear
0500	小西	xiaoxi	linear
0501	湾	wan	linear
0502	及	ji	linear
0503	柴湾	chaiwan	linear
0504	东	dong	linear
0505	庞大	pangda	linear
0506	客源	keyuan	linear
0507	因此	yinci	linear
0508	繁忙	fanmang	linear
0509	时间	shijian	linear
0510	客量	keliang	linear
0511	十分	shifen	linear
0512	可观	keguan	linear
0513	不过	buguo	linear
0514	非	fei	linear
0515	繁忙	fanmang	linear
0516	时间	shijian	linear
0517	湾仔	wanzai	linear
0518	北	bei	linear
0519	和	he	linear
0520	金钟	jinzhong	linear
0521	商业区	shangyequ	linear
0522	需求	xuqiu	linear
0523	比较	bijiao	linear
0524	低	di	linear
0525	故此	guci	linear
0526	西行	xixing	linear
0527	方向	fangxiang	linear
0528	客量	keliang	linear
0529	只	zhi	linear
0530	属	shu	linear
0531	一般	yiban	linear
0532	此外	ciwai	linear
0533	此	ci	linear
0534	路线	luxian	linear
0535	往	wang	linear
0536	小西	xiaoxi	linear
0537	湾	wan	linear
0538	方向	fangxiang	linear
0539	于	yu	linear
0540	湾仔	wanzai	linear
0541	道	dao	linear
0542	设站	shezhan	linear
0543	虽	sui	linear
0544	不时	bushi	linear
0545	受	shou	linear
0546	湾仔	wanzai	linear
0547	内街	neijie	linear
0548	及	ji	linear
0549	坚拿道	jiannadao	linear
0550	天桥	tianqiao	linear
0551	挤塞	jisai	linear
0552	影响	yingxiang	linear
0553	但	dan	linear
0554	较	jiao	linear
0555	途经	tujing	linear
0556	轩尼诗	xuannishi	linear
0557	道	dao	linear
0558	及	ji	linear
0559	天后	tianhou	linear
0560	一带	yidai	linear
0561	的	de	linear
0562	便宜	pianyi	linear
0563	及	ji	linear
0564	快捷	kuaijie	linear
0565	因此	yinci	linear
0566	回程	huicheng	linear
0567	客量	keliang	linear
0568	较	jiao	linear
0569	高	gao	linear
0570	参考资料	cankaoziliao	linear
0571	及	ji	linear
0572	注释	zhushi	linear
0573	二十世纪	ershishiji	linear
0574	港岛	gangdao	linear
0575	区	qu	linear
0576	巴士	bashi	linear
0577	路线	luxian	linear
0578	发展史	fazhanshi	linear
0579	容伟钊	rongweizhao	linear
0580	编著	bianzhu	linear
0581	出版	chuban	linear
0582	香港岛	xianggangdao	linear
0583	巴士	bashi	linear
0584	路线	luxian	linear
0585	与	yu	linear
0586	社区	shequ	linear
0587	发展	fazhan	linear
0588	出版商	chubanshang	linear
0589	中华书局	zhonghuashuju	linear
0590	香港	xianggang	linear
0591	有限公司	youxiangongsi	linear
0592	出版日期	chubanriqi	linear
0593	外部	waibu	linear
0594	连结	lianjie	linear
0595	城巴	chengba	linear
0596	城巴线	chengbaxian	linear
0597	页面	yemian	linear
0598	存档	cundang	linear
0599	备份	beifen	linear
0600	存于	cunyu	linear
0601	互联网	hulianwang	linear
0602	档案馆	danganguan	linear
0603	城巴线	chengbaxian	linear
0604	路线图	luxiantu	linear
0605	页面	yemian	linear
0606	存档	cundang	linear
0607	备份	beifen	linear
0608	存于	cunyu	linear
0609	互联网	hulianwang	linear
0610	档案馆	danganguan	linear
0611	城巴线	chengbaxian	linear
0612	详细	xiangxi	linear
0613	时间表	shijianbiao	linear
0614	页面	yemian	linear
0615	存档	cundang	linear
0616	备份	beifen	linear
0617	存于	cunyu	linear
0618	互联网	hulianwang	linear
0619	档案馆	danganguan	linear
0620	其他	qita	linear
0621	城巴线	chengbaxian	linear
0622	页面	yemian	linear
0623	存档	cundang	linear
0624	备份	beifen	linear
0625	存于	cunyu	linear
0626	互联网	hulianwang	linear
0627	档案馆	danganguan	linear
0628	巴士	bashi	linear
0629	总站	zongzhan	linear
0630	城巴线	chengbaxian	linear
0631	页面	yemian	linear
0632	存档	cundang	linear
0633	备份	beifen	linear
0634	存于	cunyu	linear
0635	互联网	hulianwang	linear
0636	档案馆	danganguan	linear
0637	运输	yunshu	linear
0638	署	shu	linear
0639	新闻公报	xinwengongbao	linear
0640	永泰	yongtai	linear
0641	道	dao	linear
0642	行车	xingche	linear
0643	天桥	tianqiao	linear
0644	星期日	xingqiri	linear
0645	通车	tongche	linear
0646	页面	yemian	linear
0647	存档	cundang	linear
0648	备份	beifen	linear
0649	存于	cunyu	linear
0650	互联网	hulianwang	linear
0651	档案馆	danganguan	linear
