# Batch 1a — freq 10k-15k AA-redup sweep (E bucket).
# Strategy: delete by default; whitelist preserves 37 curated literary
# / real AA reduplications (粼粼/锵锵/忡忡/怏怏/淅淅/涓涓/霏霏/辘辘/...).
# Schema: code\tword\treason
rongrong	绒绒	noise
tantan	摊摊	noise
cangcang	藏藏	noise
bianbian	扁扁	noise
honghong	宏宏	noise
raorao	扰扰	noise
lili	俪俪	noise
shuashua	唰唰	noise
qianqian	牵牵	noise
jiaojiao	姣姣	noise
zhenzhen	镇镇	noise
chichi	赤赤	noise
mumu	沐沐	name
shuaishuai	摔摔	noise
xiangxiang	翔翔	name
shushu	鼠鼠	noise
hanhan	寒寒	noise
cece	策策	noise
chengcheng	橙橙	name
guoguo	郭郭	name
xianxian	贤贤	noise
chuanchuan	船船	noise
raorao	绕绕	noise
biebie	憋憋	noise
chenchen	琛琛	name
maomao	茂茂	name
peipei	沛沛	name
chaochao	炒炒	noise
xiangxiang	湘湘	name
bobo	卜卜	noise
bobu	卜卜	noise
bubo	卜卜	noise
bubu	卜卜	noise
chanchan	馋馋	noise
tangtang	躺躺	noise
xuxu	叙叙	noise
zhuaizhuai	拽拽	noise
taitai	泰泰	name
qiaoqiao	桥桥	name
shuangshuang	霜霜	name
diedie	叠叠	noise
yingying	莺莺	name
guangguang	咣咣	noise
jinjin	近近	noise
changchang	肠肠	noise
saisai	赛赛	noise
jiajia	夹夹	noise
paipai	派派	noise
gege	鸽鸽	noise
yanyan	验验	noise
gaogao	糕糕	noise
baobao	暴暴	noise
xianxian	县县	noise
doudou	斗斗	noise
haohao	皓皓	noise
ganggang	岗岗	noise
xunxun	勋勋	noise
wangwang	网网	noise
lvlv	捋捋	noise
jianjian	坚坚	noise
aiai	矮矮	noise
yanyan	烟烟	noise
dangdang	铛铛	noise
qianqian	欠欠	noise
qianqian	签签	noise
queque	雀雀	noise
zhongzhong	肿肿	noise
pengpeng	芃芃	noise
gungun	棍棍	noise
chacha	查查	noise
youyou	右右	noise
chengcheng	撑撑	noise
chongchong	宠宠	noise
sheshe	蛇蛇	noise
qinqin	琴琴	name
didi	蒂蒂	name
yaya	芽芽	noise
dundun	蹲蹲	noise
xuxu	虚虚	noise
keke	课课	noise
beibei	辈辈	noise
miemie	灭灭	noise
qiaqia	掐掐	noise
ruanruan	阮阮	name
zhezhe	折折	noise
juju	举举	noise
jiejie	借借	noise
cucu	簇簇	noise
meimei	莓莓	name
qiaoqiao	俏俏	name
weiwei	玮玮	name
lailai	莱莱	name
lanlan	澜澜	noise
bobo	播播	noise
linlin	霖霖	name
zeze	泽泽	name
jiujiu	赳赳	noise
banban	搬搬	noise
luanluan	乱乱	noise
shushu	输输	noise
qiqi	棋棋	noise
huohuo	祸祸	noise
daodao	导导	noise
ranran	染染	noise
tuitui	退退	noise
zhuzhu	助助	noise
cuicui	崔崔	name
lianlian	怜怜	name
biaobiao	彪彪	name
shengsheng	升升	noise
zhaizhai	宅宅	name
bingbing	兵兵	name
kangkang	抗抗	noise
ganggang	港港	noise
nangnang	囔囔	noise
chengcheng	诚诚	noise
peipei	配配	noise
shushu	疏疏	noise
xianxian	咸咸	noise
dada	搭搭	noise
nienie	聂聂	noise
shishi	十十	noise
huhu	互互	noise
gugu	菇菇	name
mingming	铭铭	name
chengcheng	澄澄	noise
gangan	杆杆	noise
xixi	溪溪	noise
yongyong	庸庸	noise
jiaojiao	交交	noise
chaichai	拆拆	noise
meimei	媚媚	noise
shushu	熟熟	noise
gonggong	恭恭	noise
huanhuan	桓桓	noise
fufu	佛佛	noise
gangan	赶赶	noise
maomao	冒冒	noise
tongtong	桶桶	noise
zengzeng	增增	noise
zunzun	尊尊	noise
yeye	页页	noise
xiangxiang	箱箱	noise
yingying	营营	noise
lvlv	驴驴	noise
manman	蔓蔓	noise
shushu	梳梳	noise
momo	茉茉	name
dundun	敦敦	name
tuotuo	驼驼	name
xunxun	熏熏	noise
fufu	父父	noise
jiajia	架架	noise
suosuo	梭梭	noise
zhengzheng	征征	noise
zuozuo	座座	noise
fengfeng	锋锋	noise
jiaojiao	蕉蕉	noise
ruoruo	若若	noise
wawa	袜袜	noise
youyou	柚柚	noise
huahua	划划	noise
huhu	湖湖	noise
cengceng	噌噌	noise
juejue	嚼嚼	noise
yuanyuan	怨怨	noise
bapa	耙耙	noise
paba	耙耙	noise
papa	耙耙	noise
papa	帕帕	noise
dangdang	挡挡	noise
jiujiu	旧旧	noise
ruirui	锐锐	noise
xuanxuan	炫炫	noise
jiujiu	纠纠	noise
xixi	汐汐	noise
pianpian	篇篇	noise
leilei	泪泪	noise
yunyun	韵韵	noise
langlang	狼狼	noise
daodao	岛岛	noise
dengdeng	蹬蹬	noise
zuanzuan	钻钻	noise
qiangqiang	枪枪	noise
hanhan	汗汗	noise
xuexue	薛薛	noise
cici	刺刺	noise
yiyi	亿亿	noise
biaobiao	标标	noise
rengreng	扔扔	noise
yuanyuan	缘缘	noise
chuichui	垂垂	noise
feifei	费费	noise
jianjian	捡捡	noise
juju	菊菊	noise
liaoliao	廖廖	noise
tingting	霆霆	noise
kankan	砍砍	noise
shaoshao	勺勺	noise
yinyin	阴阴	noise
gonggong	攻攻	noise
zhuzhu	竹竹	noise
diandian	典典	noise
baobao	豹豹	noise
sansan	伞伞	noise
gege	葛葛	noise
chuanchuan	传传	noise
qiqi	淇淇	noise
aoao	袄袄	noise
bianbian	辫辫	noise
lengleng	愣愣	noise
sisi	撕撕	noise
hehe	鹤鹤	noise
liangliang	良良	noise
zaozao	皂皂	noise
fufu	浮浮	noise
mumu	牧牧	noise
shengsheng	绳绳	noise
banban	拌拌	noise
hanhan	含含	noise
panpan	攀攀	noise
rere	惹惹	noise
shangshang	赏赏	noise
tiantian	填填	noise
tiantian	添添	noise
qiangqiang	墙墙	noise
wawa	瓦瓦	noise
bianbian	编编	noise
caicai	彩彩	noise
jingjing	惊惊	noise
taitai	抬抬	noise
zhaozhao	罩罩	noise
zhuanzhuan	赚赚	noise
jiangjiang	奖奖	noise
tuotuo	陀陀	noise
gugu	骨骨	noise
bangbang	梆梆	noise
xiexie	斜斜	noise
jiejie	戒戒	noise
nini	泥泥	noise
suosuo	锁锁	noise
jinjin	尽尽	noise
maimai	埋埋	noise
pangpang	乓乓	noise
banban	瓣瓣	noise
aoao	凹凹	noise
chuanchuan	喘喘	noise
gaga	尬尬	noise
shasha	纱纱	noise
zhengzheng	争争	noise
beibei	悲悲	noise
fufu	扶扶	noise
gege	割割	noise
mangmang	芒芒	noise
susu	诉诉	noise
tengteng	藤藤	noise
youyou	佑佑	noise
zuzu	租租	noise
xiangxiang	乡乡	noise
taotao	逃逃	noise
yeye	野野	noise
baobao	堡堡	noise
xixi	锡锡	noise
zhaizhai	窄窄	noise
dengdeng	邓邓	noise
guaiguai	拐拐	noise
gugu	顾顾	noise
guoguo	裹裹	noise
ningning	凝凝	noise
hehe	荷荷	noise
yaoyao	腰腰	noise
bibi	鼻鼻	noise
loulou	喽喽	noise
manman	蛮蛮	noise
xiangxiang	祥祥	noise
yanyan	彦彦	noise
lingling	令令	noise
bengbeng	崩崩	noise
mianmian	棉棉	noise
wenwen	蚊蚊	noise
nana	纳纳	noise
bibi	闭闭	noise
huanghuang	荒荒	noise
jiajia	甲甲	noise
caicai	采采	noise
feifei	妃妃	noise
ranran	燃燃	noise
kongkong	控控	noise
fengfeng	蜂蜂	noise
gaga	噶噶	noise
jiangjiang	蒋蒋	noise
kaka	咖咖	noise
xiangxiang	巷巷	noise
xuexue	削削	noise
yingying	赢赢	noise
dundun	盾盾	noise
qiqi	启启	noise
diaodiao	钓钓	noise
meimei	眉眉	noise
mengmeng	檬檬	noise
qiaoqiao	跷跷	noise
zaza	砸砸	noise
taotao	掏掏	noise
jianjian	键键	noise
jiaojiao	骄骄	noise
hengheng	恒恒	noise
wuwu	舞舞	noise
yuyu	羽羽	noise
zhuzhu	蛛蛛	noise
junjun	均均	noise
kuokuo	扩扩	noise
zaza	杂杂	noise
baba	扒扒	noise
kunkun	昆昆	noise
xunxun	训训	noise
yangyang	央央	noise
zouzou	揍揍	noise
fenfen	忿忿	noise
zhanzhan	詹詹	noise
yaya	哑哑	noise
zhizhi	枝枝	noise
feifei	废废	noise
jiajia	茄茄	noise
juju	橘橘	noise
tingting	廷廷	noise
taitai	胎胎	noise
dudu	渡渡	noise
tangtang	趟趟	noise
popo	泼泼	noise
susu	俗俗	noise
mianmian	眠眠	noise
nainai	乃乃	noise
pingping	屏屏	noise
xiaxia	瞎瞎	noise
xiuxiu	绣绣	noise
yiyi	逸逸	noise
zizi	姿姿	noise
ningning	宁宁	noise
lulu	录录	noise
diaodiao	雕雕	noise
kuokuo	阔阔	noise
luoluo	萝萝	noise
haohao	灏灏	noise
caca	嚓嚓	noise
nini	霓霓	noise
shuaishuai	衰衰	noise
cici	词词	noise
chuangchuang	创创	noise
cuocuo	挫挫	noise
dengdeng	瞪瞪	noise
kangkang	扛扛	noise
sisi	私私	noise
zhuzhu	柱柱	noise
ganggang	钢钢	noise
cangcang	仓仓	noise
caocao	糙糙	noise
gangan	肝肝	noise
gougou	购购	noise
huohuo	豁豁	noise
lili	狸狸	noise
saisai	噻噻	noise
shushu	薯薯	noise
tata	拓拓	noise
yunyun	匀匀	noise
changchang	厂厂	noise
jiji	寄寄	noise
kuangkuang	狂狂	noise
meimei	煤煤	noise
yanyan	盐盐	noise
sunsun	损损	noise
lianlian	链链	noise
dundun	炖炖	noise
gonggong	拱拱	noise
gugu	估估	noise
huhu	狐狐	noise
lengleng	楞楞	noise
nunu	怒怒	noise
pipi	啤啤	noise
ququ	驱驱	noise
tongtong	铜铜	noise
zhaizhai	摘摘	noise
