# Corpus garbage interception filter — `(code, word)` pairs that
# must NOT enter `weights.tsv` when regenerating from upstream
# corpora.
#
# Purpose (long-term design call 2026-06-03 per user directive
# "我不认为我们的源码中还应该存在有别人来源命名的 corpus，导入过程
# 应该是落在'吸收'，在那时候就要做好去重、解决冲突以及拦截垃圾"):
# upstream corpora (jieba phrase tables, SUBTLEX, mozc, etc.) ship
# with noise that polish-log has flagged as wrong. Instead of
# letting that noise re-enter `weights.tsv` every time
# `pinyin-build-weights` regenerates from corpora, this file holds
# the running list of "we already judged this garbage, do not
# re-admit". The absorption pipeline (not yet wired) will consult
# this filter before writing a row.
#
# This file does NOT participate in the polish-rebuild chain — it
# is consumed only at full corpus regen time. Today, when a polish
# action does a D1 delete (remove the row from weights.tsv
# directly), we ALSO append a row here. The dual-record keeps the
# delete idempotent across future regens.
#
# Format:
#   <code>\t<word>\t<reason_date>[\t# longer note]
#
# Status: PLACEHOLDER 2026-06-03. The pinyin-build-weights wiring
# to consult this file is corpus-治理 phase work, scheduled for
# the next regen cycle. For now this is an audit log of D1
# decisions; populating it preserves the intent.

# 2026-06-03 user: "次贫 可意 不存在" — both jieba sub-word noise
# (literal char concat, not real Chinese words). Deleted from
# weights.tsv at commit `2a65806`.
ctol	䮳	2026-06-06
cuah	駢	2026-06-06
cuej	騚	2026-06-06
cuh	騂	2026-06-06
cuxw	驥	2026-06-06
cvfp	騝	2026-06-06
cvhc	騪	2026-06-06
cviy	騄	2026-06-06
cvln	𩧆	2026-06-06
cvpc	駸	2026-06-06
cwfy	駙	2026-06-06
cwgd	騤	2026-06-06
cwgg	駩	2026-06-06
cwgj	騟	2026-06-06
cwjh	𩡺	2026-06-06
cwty	駼	2026-06-06
cwyg	騅	2026-06-06
cygg	駐	2026-06-06
cyke	驤	2026-06-06
cyna	騙	2026-06-06
cynn	騸	2026-06-06
cynw	駭	2026-06-06
cyps	𩤙	2026-06-06
cyxy	䮄	2026-06-06
cyy	馼	2026-06-06
damy	碽	2026-06-06
ddmy	碩	2026-06-06
dece	鬖	2026-06-06
defm	𩯳	2026-06-06
dgmy	磧	2026-06-06
djdl	輩	2026-06-06
dlh	硨	2026-06-06
dlk	厙	2026-06-06
dmjk	厠	2026-06-06
dmu	頁	2026-06-06
dwwm	贋	2026-06-06
dwwm	贗	2026-06-06
eafm	膩	2026-06-06
edmv	嬃	2026-06-06
edmy	須	2026-06-06
efam	豶	2026-06-06
eplh	腪	2026-06-06
etfm	臢	2026-06-06
eudc	騰	2026-06-06
eudm	𩓣	2026-06-06
falk	載	2026-06-06
famu	賁	2026-06-06
fcdm	頍	2026-06-06
fdmm	顬	2026-06-06
fdmy	頇	2026-06-06
fhtm	趲	2026-06-06
fhwm	顛	2026-06-06
fjgq	覯	2026-06-06
fkdm	頡	2026-06-06
fkmy	塤	2026-06-06
fkum	𪔵	2026-06-06
fmy	垻	2026-06-06
fohm	赬	2026-06-06
fpgg	壼	2026-06-06
fpmn	慤	2026-06-06
fqdm	頑	2026-06-06
fwfl	輦	2026-06-06
fwwm	賫	2026-06-06
fyjn	靄	2026-06-06
gbnm	頓	2026-06-06
gdmy	頊	2026-06-06
gimy	瑣	2026-06-06
gkim	賴	2026-06-06
gkma	𩰹	2026-06-06
glpy	璉	2026-06-06
gmln	勣	2026-06-06
gmmv	瓔	2026-06-06
gmu	責	2026-06-06
gmyb	酈	2026-06-06
gmye	彲	2026-06-06
gmyp	邐	2026-06-06
gplh	琿	2026-06-06
gqjc	𩢾	2026-06-06
gqkm	殞	2026-06-06
gqkm	殨	2026-06-06
gqtc	驁	2026-06-06
gqtm	贅	2026-06-06
gqtr	殤	2026-06-06
gtfm	瓚	2026-06-06
haoq	覷	2026-06-06
haqt	䱷	2026-06-06
hcdm	頗	2026-06-06
hidf	顰	2026-06-06
hidm	頻	2026-06-06
hkhm	瞶	2026-06-06
hlrh	䁪	2026-06-06
hmu	貞	2026-06-06
hugg	瞤	2026-06-06
hxmu	貲	2026-06-06
iadm	頮	2026-06-06
icbm	澦	2026-06-06
idhc	灧	2026-06-06
ifam	濆	2026-06-06
igkm	瀨	2026-06-06
igmy	漬	2026-06-06
ihan	濾	2026-06-06
ihim	瀕	2026-06-06
ihmy	湞	2026-06-06
ijym	灝	2026-06-06
ikhm	潰	2026-06-06
ikmy	溳	2026-06-06
ilpy	漣	2026-06-06
ilrh	漸	2026-06-06
imjh	測	2026-06-06
imjr	瀃	2026-06-06
imy	浿	2026-06-06
ipkm	賞	2026-06-06
iplh	渾	2026-06-06
iqdm	頫	2026-06-06
iqmd	渙	2026-06-06
iqpl	輝	2026-06-06
iugg	潤	2026-06-06
iugi	瀾	2026-06-06
iujg	澗	2026-06-06
ivyh	澀	2026-06-06
iwgt	瀲	2026-06-06
ixwy	濰	2026-06-06
iytf	滸	2026-06-06
iyxj	𣿉	2026-06-06
jghh	韙	2026-06-06
jghm	題	2026-06-06
jkhp	𧔥	2026-06-06
jmhm	顒	2026-06-06
jngg	𣈶	2026-06-06
jplh	暉	2026-06-06
jplj	暈	2026-06-06
jsdm	顆	2026-06-06
juqm	蠀	2026-06-06
jyim	顥	2026-06-06
kamy	嗊	2026-06-06
kdmy	順	2026-06-06
kfam	噴	2026-06-06
kgmy	嘖	2026-06-06
khag	噓	2026-06-06
khay	躪	2026-06-06
khgm	貴	2026-06-06
khgp	遺	2026-06-06
khrm	躓	2026-06-06
khtm	躦	2026-06-06
khub	躑	2026-06-06
khui	躝	2026-06-06
khuj	𨅍	2026-06-06
kimy	嗩	2026-06-06
kkdk	囂	2026-06-06
kkfm	顎	2026-06-06
kmbh	鄖	2026-06-06
kmln	勛	2026-06-06
kmmv	嚶	2026-06-06
kmu	員	2026-06-06
kmy	唄	2026-06-06
kqmd	喚	2026-06-06
kunt	㘚	2026-06-06
kxqy	喲	2026-06-06
laag	軾	2026-06-06
labc	𨎮	2026-06-06
lafc	羈	2026-06-06
lbnn	輒	2026-06-06
lcbs	輮	2026-06-06
lccc	輟	2026-06-06
ldbn	軛	2026-06-06
ldg	軲	2026-06-06
ldwd	輳	2026-06-06
ldy	軑	2026-06-06
leg	𨊸	2026-06-06
lfh	軒	2026-06-06
lfke	轅	2026-06-06
lfoe	黲	2026-06-06
lgah	𨊻	2026-06-06
lgcf	輊	2026-06-06
lgey	輔	2026-06-06
lgkl	輻	2026-06-06
lgqn	軏	2026-06-06
liqn	輄	2026-06-06
ljlg	輼	2026-06-06
ljxx	輥	2026-06-06
lkbg	輯	2026-06-06
lkmi	圓	2026-06-06
lkmu	賀	2026-06-06
lkwy	軹	2026-06-06
lmcy	軗	2026-06-06
lmg	軸	2026-06-06
lmun	輞	2026-06-06
lnae	輾	2026-06-06
lnn	軋	2026-06-06
loqh	轔	2026-06-06
lpdk	轄	2026-06-06
lpdn	𨏥	2026-06-06
lpk	連	2026-06-06
lqan	軝	2026-06-06
lqwy	軟	2026-06-06
lrff	塹	2026-06-06
lrh	斬	2026-06-06
lrjf	暫	2026-06-06
lrqf	鏨	2026-06-06
lrsu	槧	2026-06-06
lrwy	軼	2026-06-06
lskg	軻	2026-06-06
ltey	輈	2026-06-06
ltkg	輅	2026-06-06
ltnn	𨊰	2026-06-06
ltuh	軤	2026-06-06
luep	䡵	2026-06-06
lug	𨋢	2026-06-06
luqy	較	2026-06-06
lusg	輶	2026-06-06
lvkg	軺	2026-06-06
lvlg	輜	2026-06-06
lvn	軌	2026-06-06
lvqn	輗	2026-06-06
lvyy	軔	2026-06-06
lwet	軫	2026-06-06
lwgg	輇	2026-06-06
lwgj	輸	2026-06-06
lyct	轍	2026-06-06
lyiy	輬	2026-06-06
lyjj	罰	2026-06-06
lynx	轆	2026-06-06
madt	賊	2026-06-06
mawq	覥	2026-06-06
mckg	貽	2026-06-06
mdeg	賄	2026-06-06
mdfe	賑	2026-06-06
mdlj	輋	2026-06-06
mdmm	顓	2026-06-06
mdmy	頔	2026-06-06
mdwj	賰	2026-06-06
mef	冑	2026-06-06
mfhm	巔	2026-06-06
mfiy	賕	2026-06-06
mftj	賭	2026-06-06
mftt	財	2026-06-06
mgah	賦	2026-06-06
mgef	賻	2026-06-06
mgeg	䝼	2026-06-06
mhce	幓	2026-06-06
mhgm	幘	2026-06-06
mhhm	幀	2026-06-06
mhkg	貼	2026-06-06
mhny	貝	2026-06-06
mjh	則	2026-06-06
mjhg	賵	2026-06-06
mjjg	𧶧	2026-06-06
mjqr	賜	2026-06-06
mkgg	𧶔	2026-06-06
mkkn	贃	2026-06-06
mkqn	貺	2026-06-06
mlrj	嶄	2026-06-06
mmaw	賟	2026-06-06
mmfk	賙	2026-06-06
mmmu	贔	2026-06-06
mmrm	罌	2026-06-06
mmvf	嬰	2026-06-06
mndg	䝻	2026-06-06
mooy	賧	2026-06-06
mqdy	贍	2026-06-06
mqqw	嶔	2026-06-06
mrcy	販	2026-06-06
mtdh	峯	2026-06-06
mtkg	賂	2026-06-06
mtpy	貶	2026-06-06
mty	敗	2026-06-06
mukg	賠	2026-06-06
mulj	贈	2026-06-06
muvo	賺	2026-06-06
mwfi	賒	2026-06-06
mynw	賅	2026-06-06
nfam	憤	2026-06-06
ngkm	懶	2026-06-06
nkhm	憒	2026-06-06
nlrh	慚	2026-06-06
nmi	屓	2026-06-06
nmjh	惻	2026-06-06
nplh	惲	2026-06-06
nplj	翬	2026-06-06
nuyy	憫	2026-06-06
nxfm	慣	2026-06-06
odmy	煩	2026-06-06
ofwm	㸇	2026-06-06
okmy	熉	2026-06-06
oodm	顃	2026-06-06
oqmd	煥	2026-06-06
ouny	燜	2026-06-06
ouwy	熌	2026-06-06
oxim	纇	2026-06-06
pfjc	騫	2026-06-06
pfjm	賽	2026-06-06
plbh	鄆	2026-06-06
plhc	皸	2026-06-06
plj	軍	2026-06-06
ptkm	額	2026-06-06
pugm	襀	2026-06-06
pugm	襰	2026-06-06
pukm	䙡	2026-06-06
pulp	褳	2026-06-06
pupl	褌	2026-06-06
putd	襖	2026-06-06
puui	襴	2026-06-06
puuj	襇	2026-06-06
puyl	褲	2026-06-06
pwaj	𥨐	2026-06-06
pwfq	窺	2026-06-06
pyhm	禎	2026-06-06
qadk	鍩	2026-06-06
qadw	錤	2026-06-06
qafg	鉗	2026-06-06
qafj	鐯	2026-06-06
qahb	鋣	2026-06-06
qahc	𩣏	2026-06-06
qaht	釾	2026-06-06
qajd	鏌	2026-06-06
qajg	錯	2026-06-06
qakg	鉕	2026-06-06
qalg	錨	2026-06-06
qamd	鍈	2026-06-06
qamw	鐄	2026-06-06
qant	鉞	2026-06-06
qany	鋱	2026-06-06
qawc	鑊	2026-06-06
qawk	鎝	2026-06-06
qawy	鉷	2026-06-06
qay	釴	2026-06-06
qayn	鋩	2026-06-06
qbg	鉺	2026-06-06
qbh	釕	2026-06-06
qblg	錳	2026-06-06
qbmh	鈯	2026-06-06
qbsk	錒	2026-06-06
qcbk	鐍	2026-06-06
qcn	鈀	2026-06-06
qcyy	釵	2026-06-06
qdbm	頠	2026-06-06
qdcy	鈸	2026-06-06
qdeg	銪	2026-06-06
qdfa	錛	2026-06-06
qdg	鈷	2026-06-06
qdhd	鍥	2026-06-06
qdhv	鏏	2026-06-06
qdmh	鈽	2026-06-06
qdnt	鋮	2026-06-06
qdsk	錡	2026-06-06
qdtb	𨧜	2026-06-06
qdui	鐐	2026-06-06
qduw	鐝	2026-06-06
qdyy	鈦	2026-06-06
qefc	鍰	2026-06-06
qefy	鋝	2026-06-06
qeg	鈅	2026-06-06
qegl	鋤	2026-06-06
qet	釤	2026-06-06
qeyy	鈒	2026-06-06
qffg	銈	2026-06-06
qfg	釷	2026-06-06
qfh	針	2026-06-06
qfhw	鎮	2026-06-06
qfiy	銶	2026-06-06
qfkk	𨭎	2026-06-06
qflg	鐳	2026-06-06
qftj	鍺	2026-06-06
qftn	銬	2026-06-06
qftx	銠	2026-06-06
qfwt	錂	2026-06-06
qfwy	鈇	2026-06-06
qgah	鈃	2026-06-06
qgaj	鉶	2026-06-06
qgbn	鈍	2026-06-06
qgcf	銍	2026-06-06
qgef	鎛	2026-06-06
qgeg	錆	2026-06-06
qgey	鋪	2026-06-06
qghg	鉦	2026-06-06
qghn	鈣	2026-06-06
qgiy	鈈	2026-06-06
qgkg	鋙	2026-06-06
qgkh	鎘	2026-06-06
qgki	鋉	2026-06-06
qgkw	鏉	2026-06-06
qgxg	𨥛	2026-06-06
qgyy	鈺	2026-06-06
qhcy	鈹	2026-06-06
qhg	鉬	2026-06-06
qhkg	鉆	2026-06-06
qhy	釙	2026-06-06
qieg	銷	2026-06-06
qihc	𨨏	2026-06-06
qimy	鎖	2026-06-06
qipf	鏜	2026-06-06
qipq	鎲	2026-06-06
qiqn	銚	2026-06-06
qitt	鈔	2026-06-06
qjfg	鋰	2026-06-06
qjgf	鍀	2026-06-06
qjgg	鉭	2026-06-06
qjh	釗	2026-06-06
qjhh	鉮	2026-06-06
qjjg	錩	2026-06-06
qjlc	鏝	2026-06-06
qjqr	錫	2026-06-06
qjsy	錁	2026-06-06
qjxx	錕	2026-06-06
qkeg	鋗	2026-06-06
qkgg	鋥	2026-06-06
qkh	釧	2026-06-06
qkhh	鈡	2026-06-06
qkkg	鋁	2026-06-06
qkkn	鍔	2026-06-06
qkmh	銱	2026-06-06
qldg	錮	2026-06-06
qldy	銦	2026-06-06
qlfo	𨭆	2026-06-06
qlg	鈿	2026-06-06
qlge	鐶	2026-06-06
qlh	鉀	2026-06-06
qlny	鍶	2026-06-06
qlpy	鏈	2026-06-06
qlqj	鐲	2026-06-06
qlxi	鏍	2026-06-06
qmcy	鈠	2026-06-06
qmee	鏰	2026-06-06
qmg	鈾	2026-06-06
qmgk	銅	2026-06-06
qmjh	鍘	2026-06-06
qmkg	鉛	2026-06-06
qmu	負	2026-06-06
qmwy	鈉	2026-06-06
qmy	鋇	2026-06-06
qmyy	釩	2026-06-06
qnbm	𨧱	2026-06-06
qndg	鋸	2026-06-06
qnfg	鈕	2026-06-06
qnfy	𨫒	2026-06-06
qng	𨦫	2026-06-06
qnhg	鎇	2026-06-06
qnn	釓	2026-06-06
qnn	釔	2026-06-06
qnnk	鋦	2026-06-06
qntt	鉍	2026-06-06
qnwe	鏐	2026-06-06
qnxn	鈮	2026-06-06
qogy	鏷	2026-06-06
qooy	錟	2026-06-06
qoqh	鏻	2026-06-06
qoy	鈥	2026-06-06
qpdc	鋐	2026-06-06
qpey	鎵	2026-06-06
qpgh	錠	2026-06-06
qpvg	銨	2026-06-06
qpwi	鑔	2026-06-06
qpwk	鎔	2026-06-06
qpxn	鉈	2026-06-06
qqcn	銫	2026-06-06
qqcy	鈎	2026-06-06
qqeh	𨮂	2026-06-06
qqkg	銘	2026-06-06
qqky	鑱	2026-06-06
qqnn	鉋	2026-06-06
qqrn	鍃	2026-06-06
qqtb	鉚	2026-06-06
qqug	鈞	2026-06-06
qqvh	錚	2026-06-06
qqwy	欽	2026-06-06
qqyl	鎦	2026-06-06
qqyy	釣	2026-06-06
qrcy	鈑	2026-06-06
qrcy	鈲	2026-06-06
qrg	鉑	2026-06-06
qrgg	鍠	2026-06-06
qrh	釿	2026-06-06
qriy	銖	2026-06-06
qrmh	錦	2026-06-06
qrqw	鍁	2026-06-06
qsfg	𨧀	2026-06-06
qsfi	鏢	2026-06-06
qsgg	鉢	2026-06-06
qsh	釘	2026-06-06
qsjh	鐔	2026-06-06
qskg	鈳	2026-06-06
qsyy	鉥	2026-06-06
qtbi	猻	2026-06-06
qtdg	銛	2026-06-06
qtdh	鋒	2026-06-06
qten	銹	2026-06-06
qtfc	銩	2026-06-06
qtfh	釺	2026-06-06
qtfk	鋯	2026-06-06
qtfp	鋌	2026-06-06
qtfq	銑	2026-06-06
qtfv	鍤	2026-06-06
qtgf	錘	2026-06-06
qtgm	獺	2026-06-06
qths	鎳	2026-06-06
qtkg	鉻	2026-06-06
qtmt	䥩	2026-06-06
qtmy	狽	2026-06-06
qtnn	釳	2026-06-06
qtol	鐇	2026-06-06
qtoy	鍬	2026-06-06
qtps	獰	2026-06-06
qtrt	鋨	2026-06-06
qtyd	獄	2026-06-06
qudb	錈	2026-06-06
qudk	鐥	2026-06-06
quep	鐩	2026-06-06
qufh	鈄	2026-06-06
quga	鐦	2026-06-06
qugd	鎂	2026-06-06
qugi	鑭	2026-06-06
quh	鋅	2026-06-06
qujg	鐧	2026-06-06
qujn	鐿	2026-06-06
qujq	鏡	2026-06-06
qukg	錇	2026-06-06
qukq	鋭	2026-06-06
qumd	鏑	2026-06-06
qumt	䥕	2026-06-06
quoj	鐠	2026-06-06
qupy	鎊	2026-06-06
quqy	鉸	2026-06-06
qusf	鐏	2026-06-06
quwl	鎰	2026-06-06
quxt	銻	2026-06-06
quxx	鎡	2026-06-06
qvey	銀	2026-06-06
qvfp	鍵	2026-06-06
qvg	釹	2026-06-06
qvhc	鎪	2026-06-06
qvkg	鉊	2026-06-06
qvkg	銣	2026-06-06
qvlg	錙	2026-06-06
qvln	鑞	2026-06-06
qvpc	鋟	2026-06-06
qwcn	鎓	2026-06-06
qwdc	鍛	2026-06-06
qwet	鉁	2026-06-06
qwgg	銓	2026-06-06
qwgj	鍮	2026-06-06
qwgk	鉿	2026-06-06
qwgr	鎿	2026-06-06
qwgu	鐙	2026-06-06
qwnd	鍭	2026-06-06
qwwf	銼	2026-06-06
qwxn	鈋	2026-06-06
qwyc	鈴	2026-06-06
qwye	鎸	2026-06-06
qwyg	錐	2026-06-06
qwyn	鈐	2026-06-06
qwyo	鐎	2026-06-06
qxfm	鏆	2026-06-06
qxgu	鉧	2026-06-06
qxjm	鐨	2026-06-06
qxkj	鏹	2026-06-06
qxxr	鍇	2026-06-06
qyac	鍍	2026-06-06
qybg	錞	2026-06-06
qybt	鐓	2026-06-06
qycq	銃	2026-06-06
qycq	鋶	2026-06-06
qyey	銥	2026-06-06
qyey	鎄	2026-06-06
qyiy	鍄	2026-06-06
qyke	鑲	2026-06-06
qymh	鈰	2026-06-06
qymk	鎬	2026-06-06
qymn	鈧	2026-06-06
qyn	鈁	2026-06-06
qynn	䥇	2026-06-06
qyno	鑣	2026-06-06
qytd	鏃	2026-06-06
qyuo	鐮	2026-06-06
qyvb	鎯	2026-06-06
qyve	鋃	2026-06-06
qyvh	鏞	2026-06-06
qyvm	貿	2026-06-06
qyxy	鉉	2026-06-06
rdmy	頎	2026-06-06
rfkm	擷	2026-06-06
rfwl	攆	2026-06-06
rgmy	皟	2026-06-06
rhal	擄	2026-06-06
rhan	攄	2026-06-06
rkmy	損	2026-06-06
rmmv	攖	2026-06-06
rngg	揯	2026-06-06
rngg	氬	2026-06-06
rplh	揮	2026-06-06
rqcl	𩴵	2026-06-06
rqmd	換	2026-06-06
rqqw	撳	2026-06-06
rtfm	攢	2026-06-06
rutk	擱	2026-06-06
rxfm	摜	2026-06-06
sbde	橢	2026-06-06
sdmy	頂	2026-06-06
sgkm	𨣈	2026-06-06
sgye	釀	2026-06-06
shmy	楨	2026-06-06
slpy	槤	2026-06-06
smmv	櫻	2026-06-06
smu	賈	2026-06-06
sqsc	樧	2026-06-06
sqve	檭	2026-06-06
ssfm	䫴	2026-06-06
ssmy	檟	2026-06-06
sukg	𣙎	2026-06-06
sukk	櫚	2026-06-06
sxxe	櫞	2026-06-06
syfj	櫧	2026-06-06
tamu	篢	2026-06-06
tfne	𣯶	2026-06-06
tfnf	𣯴	2026-06-06
tfnj	氌	2026-06-06
tfpm	頲	2026-06-06
tfqb	酇	2026-06-06
tfqm	贊	2026-06-06
tgkm	籟	2026-06-06
tgmu	簀	2026-06-06
tkhm	簣	2026-06-06
tkhm	𥢢	2026-06-06
tkmu	篔	2026-06-06
tmdm	頽	2026-06-06
tqfh	銜	2026-06-06
tujf	簡	2026-06-06
uakg	閾	2026-06-06
uawk	𨶀	2026-06-06
ubd	聞	2026-06-06
ubd	𨳕	2026-06-06
uciu	㵗	2026-06-06
udci	閎	2026-06-06
udd	閆	2026-06-06
udjn	閹	2026-06-06
uepc	閿	2026-06-06
ufcl	闔	2026-06-06
uffd	閨	2026-06-06
ufhm	癲	2026-06-06
ufhw	闐	2026-06-06
ufk	閈	2026-06-06
ufpu	𨶮	2026-06-06
ufte	閉	2026-06-06
uftj	闍	2026-06-06
